종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
NVDA US EQUITY,NVIDIA Corp,256,80596096,7.42,NVDA US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,109,57377332,5.28,ARM US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,98,55437967,5.1,GOOGL US EQUITY,stock
MU US EQUITY,Micron Technology Inc,41,54376469,5.01,MU US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,75,47969133,4.42,MSFT US EQUITY,stock
INTC US EQUITY,Intel Corp,297,45211107,4.16,INTC US EQUITY,stock
DELL US EQUITY,Dell Technologies Inc,74,44798760,4.12,DELL US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,109,44082483,4.06,MRVL US EQUITY,stock
SNDK US EQUITY,Sandisk Corp,17,40690455,3.75,SNDK US EQUITY,stock
AAPL US EQUITY,Apple Inc,82,38684885,3.56,AAPL US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,53,37942344,3.49,AMD US EQUITY,stock
,현금,34268896,34268896,3.16,현금,cash
AMZN US EQUITY,Amazon.com Inc,79,29834827,2.75,AMZN US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,47,27828490,2.56,AVGO US EQUITY,stock
HOOD US EQUITY,Robinhood Markets Inc,206,26077838,2.4,HOOD US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,19,24716462,2.28,STX US EQUITY,stock
WDC US EQUITY,Western Digital Corp,30,23564706,2.17,WDC US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,95,22223730,2.05,COIN US EQUITY,stock
TSLA US EQUITY,Tesla Inc,36,21606660,1.99,TSLA US EQUITY,stock
META US EQUITY,Meta Platforms Inc,21,19115355,1.76,META US EQUITY,stock
NBIS US EQUITY,Nebius Group NV,54,18883170,1.74,NBIS US EQUITY,stock
LRCX US EQUITY,Lam Research Corp,40,18621392,1.71,LRCX US EQUITY,stock
NQM6 Index,NASDAQ 100 E-MINI INDEX JUN 2026,0,17822271,1.64,NQM6 INDEX,futures
CRCL US EQUITY,Circle Internet Group Inc,141,17375401,1.6,CRCL US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,62,16845090,1.55,AAOI US EQUITY,stock
GLW US EQUITY,Corning Inc,61,16627703,1.53,GLW US EQUITY,stock
CRDO US EQUITY,Credo Technology Group Holding Ltd,52,16513959,1.52,CRDO US EQUITY,stock
AMAT US EQUITY,Applied Materials Inc,23,15993518,1.47,AMAT US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,39,15781012,1.45,BE US EQUITY,stock
APP US EQUITY,AppLovin Corp,18,15395436,1.42,APP US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,33,15222334,1.4,VRT US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,10,14330913,1.32,GEV US EQUITY,stock
QCOM US EQUITY,QUALCOMM Inc,42,13921651,1.28,QCOM US EQUITY,stock
SIMO US EQUITY,Silicon Motion Technology Corp,34,13501553,1.24,SIMO US EQUITY,stock
MSTR US EQUITY,Strategy Inc,68,12571527,1.16,MSTR US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,9,11931462,1.1,LITE US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,70,11828096,1.09,RKLB US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,18,11471147,1.06,TSM US EQUITY,stock
CIEN US EQUITY,Ciena Corp,15,11241035,1.04,CIEN US EQUITY,stock
TSEM US EQUITY,Tower Semiconductor Ltd,28,10120930,0.93,TSEM US EQUITY,stock
ASML US EQUITY,ASML Holding NV,3,7560212,0.7,ASML US EQUITY,stock
COHR US EQUITY,Coherent Corp,11,6365476,0.59,COHR US EQUITY,stock
