종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
SNDK US EQUITY,Sandisk Corp,29,83531429,7.67,SNDK US EQUITY,stock
MU US EQUITY,Micron Technology Inc,44,64780303,5.95,MU US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,76,63743618,5.85,AMD US EQUITY,stock
NVDA US EQUITY,NVIDIA Corp,147,46622117,4.28,NVDA US EQUITY,stock
LRCX US EQUITY,Lam Research Corp,85,44768320,4.11,LRCX US EQUITY,stock
DELL US EQUITY,Dell Technologies Inc,67,43813571,4.02,DELL US EQUITY,stock
INTC US EQUITY,Intel Corp,263,43430098,3.99,INTC US EQUITY,stock
WDC US EQUITY,Western Digital Corp,47,41165339,3.78,WDC US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,30,41058154,3.77,STX US EQUITY,stock
NQU6 INDEX,NASDAQ 100 E-MINI INDEX SEPT 2026,0,36120387,3.32,NQU6 INDEX,futures
CRDO US EQUITY,Credo Technology Group Holding Ltd,90,34880533,3.2,CRDO US EQUITY,stock
AMAT US EQUITY,Applied Materials Inc,35,31702947,2.91,AMAT US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,88,31197474,2.86,MRVL US EQUITY,stock
HOOD US EQUITY,Robinhood Markets Inc,178,29963754,2.75,HOOD US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,53,25767779,2.37,ARM US EQUITY,stock
NBIS US EQUITY,Nebius Group NV,71,23445748,2.15,NBIS US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,128,23076829,2.12,AAOI US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,38,22849966,2.1,AVGO US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,41,22016360,2.02,GOOGL US EQUITY,stock
AAPL US EQUITY,Apple Inc,44,20858291,1.92,AAPL US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,36,20842536,1.91,MSFT US EQUITY,stock
TSLA US EQUITY,Tesla Inc,31,19003817,1.75,TSLA US EQUITY,stock
,현금,18936912,18936912,1.74,현금,cash
AMZN US EQUITY,Amazon.com Inc,51,18811051,1.73,AMZN US EQUITY,stock
ASML US EQUITY,ASML Holding NV,6,16212545,1.49,ASML US EQUITY,stock
KLAC US EQUITY,KLA Corp,46,16011089,1.47,KLAC US EQUITY,stock
GLW US EQUITY,Corning Inc,55,15784121,1.45,GLW US EQUITY,stock
TER US EQUITY,Teradyne Inc,28,15137433,1.39,TER US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,31,14860597,1.36,VRT US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,57,13631312,1.25,COIN US EQUITY,stock
SIMO US EQUITY,Silicon Motion Technology Corp,27,13247133,1.22,SIMO US EQUITY,stock
ALAB US EQUITY,Astera Labs Inc,21,13038041,1.2,ALAB US EQUITY,stock
META US EQUITY,Meta Platforms Inc,12,12073083,1.11,META US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,7,11487464,1.06,GEV US EQUITY,stock
SPCX US EQUITY,Space Exploration Technologies Corp,51,11140645,1.02,SPCX US EQUITY,stock
LLY US EQUITY,Eli Lilly & Co,6,10721467,0.98,LLY US EQUITY,stock
APP US EQUITY,AppLovin Corp,14,10670712,0.98,APP US EQUITY,stock
QCOM US EQUITY,QUALCOMM Inc,34,9669026,0.89,QCOM US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,14,9136973,0.84,TSM US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,24,8825920,0.81,BE US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,7,8440192,0.78,LITE US EQUITY,stock
MSTR US EQUITY,Strategy Inc,55,7825497,0.72,MSTR US EQUITY,stock
CRWV US EQUITY,CoreWeave Inc,51,6814731,0.63,CRWV US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,56,6822790,0.63,RKLB US EQUITY,stock
ORCL US EQUITY,Oracle Corp,25,5285954,0.49,ORCL US EQUITY,stock
