종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
NVDA US EQUITY,NVIDIA Corp,230,71967586,7.89,NVDA US EQUITY,stock
SNDK US EQUITY,Sandisk Corp,20,40761877,4.47,SNDK US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,105,36930269,4.05,AMZN US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,52,36046132,3.95,MSFT US EQUITY,stock
MU US EQUITY,Micron Technology Inc,27,34663214,3.8,MU US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,104,34464573,3.78,MRVL US EQUITY,stock
NQU6 INDEX,NASDAQ 100 E-MINI INDEX SEPT 2026,0,32605933,3.57,NQU6 INDEX,futures
SKHY US EQUITY,SK hynix Inc,144,31940600,3.5,SKHY US EQUITY,stock
HOOD US EQUITY,Robinhood Markets Inc,193,29074600,3.19,HOOD US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,22,28870647,3.16,LITE US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,108,28270425,3.1,COIN US EQUITY,stock
INTC US EQUITY,Intel Corp,210,26542640,2.91,INTC US EQUITY,stock
DELL US EQUITY,Dell Technologies Inc,40,25927074,2.84,DELL US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,37,24206494,2.65,AMD US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,51,23844648,2.61,GOOGL US EQUITY,stock
NBIS US EQUITY,Nebius Group NV,78,23389376,2.56,NBIS US EQUITY,stock
CRDO US EQUITY,Credo Technology Group Holding Ltd,70,23081058,2.53,CRDO US EQUITY,stock
,현금,22616737,22616737,2.48,현금,cash
AAOI US EQUITY,Applied Optoelectronics Inc,141,21922228,2.4,AAOI US EQUITY,stock
MSTR US EQUITY,Strategy Inc,109,20555383,2.25,MSTR US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,66,19732130,2.16,BE US EQUITY,stock
TSEM US EQUITY,Tower Semiconductor Ltd,65,19613368,2.15,TSEM US EQUITY,stock
GLW US EQUITY,Corning Inc,72,15099696,1.66,GLW US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,40,14783472,1.62,VRT US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,28,14278282,1.57,AVGO US EQUITY,stock
TSLA US EQUITY,Tesla Inc,29,14122325,1.55,TSLA US EQUITY,stock
CRWV US EQUITY,CoreWeave Inc,118,14057694,1.54,CRWV US EQUITY,stock
SPCX US EQUITY,Space Exploration Technologies Corp,71,13727429,1.5,SPCX US EQUITY,stock
TER US EQUITY,Teradyne Inc,26,13276961,1.46,TER US EQUITY,stock
AAPL US EQUITY,Apple Inc,30,12952831,1.42,AAPL US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,11,12790602,1.4,STX US EQUITY,stock
WDC US EQUITY,Western Digital Corp,19,12047805,1.32,WDC US EQUITY,stock
META US EQUITY,Meta Platforms Inc,15,11757521,1.29,META US EQUITY,stock
PLTR US EQUITY,Palantir Technologies Inc,40,10207557,1.12,PLTR US EQUITY,stock
AMAT US EQUITY,Applied Materials Inc,15,9930586,1.09,AMAT US EQUITY,stock
COST US EQUITY,Costco Wholesale Corp,7,8979745,0.98,COST US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,25,8756893,0.96,ARM US EQUITY,stock
WMT US EQUITY,Walmart Inc,62,8733299,0.96,WMT US EQUITY,stock
ALAB US EQUITY,Astera Labs Inc,20,8347270,0.92,ALAB US EQUITY,stock
LLY US EQUITY,Eli Lilly & Co,5,8070986,0.89,LLY US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,6,7854790,0.86,GEV US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,13,7624100,0.84,TSM US EQUITY,stock
QCOM US EQUITY,QUALCOMM Inc,32,7237137,0.79,QCOM US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,53,4912301,0.54,RKLB US EQUITY,stock
SIMO US EQUITY,Silicon Motion Technology Corp,14,4901362,0.54,SIMO US EQUITY,stock
LRCX US EQUITY,Lam Research Corp,11,4809761,0.53,LRCX US EQUITY,stock
KLAC US EQUITY,KLA Corp,15,3783364,0.42,KLAC US EQUITY,stock
ASML US EQUITY,ASML Holding NV,1,2381301,0.26,ASML US EQUITY,stock
