종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
NVDA US EQUITY,NVIDIA Corp,228,68294860,7.47,NVDA US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,148,53371726,5.83,BE US EQUITY,stock
SNDK US EQUITY,Sandisk Corp,20,47251529,5.17,SNDK US EQUITY,stock
DELL US EQUITY,Dell Technologies Inc,64,45875635,5.02,DELL US EQUITY,stock
SKHY US EQUITY,SK hynix Inc,143,38038757,4.16,SKHY US EQUITY,stock
NQU6 INDEX,NASDAQ 100 E-MINI INDEX SEPT 2026,0,31550212,3.45,NQU6 INDEX,futures
TSLA US EQUITY,Tesla Inc,64,31524553,3.45,TSLA US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,91,30759281,3.36,AMZN US EQUITY,stock
INTC US EQUITY,Intel Corp,209,29735811,3.25,INTC US EQUITY,stock
HOOD US EQUITY,Robinhood Markets Inc,192,29641531,3.24,HOOD US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,45,29628795,3.24,MSFT US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,22,29137724,3.19,LITE US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,108,25270382,2.76,COIN US EQUITY,stock
NBIS US EQUITY,Nebius Group NV,77,24784507,2.71,NBIS US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,74,23289679,2.55,MRVL US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,50,22140324,2.42,GOOGL US EQUITY,stock
MU US EQUITY,Micron Technology Inc,16,22022233,2.41,MU US EQUITY,stock
SNOW US EQUITY,Snowflake Inc,48,21308064,2.33,SNOW US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,140,20235579,2.21,AAOI US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,28,19539811,2.14,AMD US EQUITY,stock
MSTR US EQUITY,Strategy Inc,108,19192878,2.1,MSTR US EQUITY,stock
TER US EQUITY,Teradyne Inc,35,17984317,1.97,TER US EQUITY,stock
PLTR US EQUITY,Palantir Technologies Inc,74,16800558,1.84,PLTR US EQUITY,stock
CRWV US EQUITY,CoreWeave Inc,117,14875806,1.63,CRWV US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,40,14082491,1.54,VRT US EQUITY,stock
SPCX US EQUITY,Space Exploration Technologies Corp,71,14029526,1.53,SPCX US EQUITY,stock
,현금,13914573,13914573,1.52,현금,cash
AVGO US EQUITY,Broadcom Inc,28,13663375,1.49,AVGO US EQUITY,stock
META US EQUITY,Meta Platforms Inc,15,13131324,1.44,META US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,11,13050664,1.43,STX US EQUITY,stock
TSEM US EQUITY,Tower Semiconductor Ltd,45,13051374,1.43,TSEM US EQUITY,stock
AAPL US EQUITY,Apple Inc,30,12669099,1.39,AAPL US EQUITY,stock
ALAB US EQUITY,Astera Labs Inc,31,12476978,1.36,ALAB US EQUITY,stock
WDC US EQUITY,Western Digital Corp,19,12271518,1.34,WDC US EQUITY,stock
QCOM US EQUITY,QUALCOMM Inc,51,12047978,1.32,QCOM US EQUITY,stock
GLW US EQUITY,Corning Inc,45,10152073,1.11,GLW US EQUITY,stock
CRDO US EQUITY,Credo Technology Group Holding Ltd,45,10119530,1.11,CRDO US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,25,8846420,0.97,ARM US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,6,7641796,0.84,GEV US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,13,7579443,0.83,TSM US EQUITY,stock
LLY US EQUITY,Eli Lilly & Co,5,7527710,0.82,LLY US EQUITY,stock
NOW US EQUITY,ServiceNow Inc,18,3160485,0.35,NOW US EQUITY,stock
PANW US EQUITY,Palo Alto Networks Inc,7,3141361,0.34,PANW US EQUITY,stock
