종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
SNDK US EQUITY,Sandisk Corp,25,75686962,6.47,SNDK US EQUITY,stock
INTC US EQUITY,Intel Corp,319,65059827,5.56,INTC US EQUITY,stock
MU US EQUITY,Micron Technology Inc,37,59999902,5.13,MU US EQUITY,stock
NVDA US EQUITY,NVIDIA Corp,180,55515900,4.74,NVDA US EQUITY,stock
DELL US EQUITY,Dell Technologies Inc,84,55402301,4.73,DELL US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,53,42479750,3.63,AMD US EQUITY,stock
LRCX US EQUITY,Lam Research Corp,73,41793711,3.57,LRCX US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,96,41301491,3.53,MRVL US EQUITY,stock
CRDO US EQUITY,Credo Technology Group Holding Ltd,98,41098976,3.51,CRDO US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,24,38431153,3.28,STX US EQUITY,stock
WDC US EQUITY,Western Digital Corp,37,38264006,3.27,WDC US EQUITY,stock
NQU6 INDEX,NASDAQ 100 E-MINI INDEX SEPT 2026,0,36591231,3.13,NQU6 INDEX,futures
ARM US EQUITY,ARM Holdings PLC,58,32764205,2.8,ARM US EQUITY,stock
AMAT US EQUITY,Applied Materials Inc,33,29809222,2.55,AMAT US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,55,29351477,2.51,GOOGL US EQUITY,stock
,현금,28591605,28591605,2.44,현금,cash
AAPL US EQUITY,Apple Inc,60,27225104,2.33,AAPL US EQUITY,stock
NBIS US EQUITY,Nebius Group NV,62,26311587,2.25,NBIS US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,113,25687498,2.2,AAOI US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,41,24030726,2.05,AVGO US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,39,22485086,1.92,MSFT US EQUITY,stock
HOOD US EQUITY,Robinhood Markets Inc,128,20376428,1.74,HOOD US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,56,20213244,1.73,AMZN US EQUITY,stock
TSLA US EQUITY,Tesla Inc,34,20004454,1.71,TSLA US EQUITY,stock
ASML US EQUITY,ASML Holding NV,7,19194207,1.64,ASML US EQUITY,stock
KLAC US EQUITY,KLA Corp,50,18847734,1.61,KLAC US EQUITY,stock
GLW US EQUITY,Corning Inc,60,17953027,1.53,GLW US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,33,16195930,1.38,VRT US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,62,15120679,1.29,COIN US EQUITY,stock
SIMO US EQUITY,Silicon Motion Technology Corp,30,14755026,1.26,SIMO US EQUITY,stock
CRCL US EQUITY,Circle Internet Group Inc,124,14468744,1.24,CRCL US EQUITY,stock
TER US EQUITY,Teradyne Inc,22,14250302,1.22,TER US EQUITY,stock
ALAB US EQUITY,Astera Labs Inc,23,14078885,1.2,ALAB US EQUITY,stock
SPCX US EQUITY,Space Exploration Technologies Corp,56,13478662,1.15,SPCX US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,27,13403576,1.15,BE US EQUITY,stock
QCOM US EQUITY,QUALCOMM Inc,37,11644922,1.0,QCOM US EQUITY,stock
META US EQUITY,Meta Platforms Inc,13,11268399,0.96,META US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,7,11170125,0.95,GEV US EQUITY,stock
APP US EQUITY,AppLovin Corp,15,10800771,0.92,APP US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,16,10765217,0.92,TSM US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,8,10211896,0.87,LITE US EQUITY,stock
MSTR US EQUITY,Strategy Inc,60,9606030,0.82,MSTR US EQUITY,stock
CRWV US EQUITY,CoreWeave Inc,55,8964950,0.77,CRWV US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,61,8946016,0.76,RKLB US EQUITY,stock
ORCL US EQUITY,Oracle Corp,27,6875379,0.59,ORCL US EQUITY,stock
