종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
NVDA US EQUITY,NVIDIA Corp,217,68934198,6.91,NVDA US EQUITY,stock
SNDK US EQUITY,Sandisk Corp,23,58021521,5.82,SNDK US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,119,43901177,4.4,AMZN US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,198,43297392,4.34,AAOI US EQUITY,stock
NBIS US EQUITY,Nebius Group NV,109,41372304,4.15,NBIS US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,59,40011329,4.01,MSFT US EQUITY,stock
MU US EQUITY,Micron Technology Inc,27,38566493,3.87,MU US EQUITY,stock
INTC US EQUITY,Intel Corp,248,36234581,3.63,INTC US EQUITY,stock
NQU6 INDEX,NASDAQ 100 E-MINI INDEX SEPT 2026,0,33991626,3.41,NQU6 INDEX,futures
CRDO US EQUITY,Credo Technology Group Holding Ltd,85,33939248,3.4,CRDO US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,23,31461539,3.16,LITE US EQUITY,stock
TSEM US EQUITY,Tower Semiconductor Ltd,80,29786721,2.99,TSEM US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,61,29625211,2.97,GOOGL US EQUITY,stock
DELL US EQUITY,Dell Technologies Inc,40,27095830,2.72,DELL US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,37,26431719,2.65,AMD US EQUITY,stock
,현금,25758445,25758445,2.58,현금,cash
CRWV US EQUITY,CoreWeave Inc,156,23345524,2.34,CRWV US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,66,21632390,2.17,BE US EQUITY,stock
SKHY US EQUITY,SK hynix Inc,87,21050022,2.11,SKHY US EQUITY,stock
GLW US EQUITY,Corning Inc,72,17606727,1.77,GLW US EQUITY,stock
HOOD US EQUITY,Robinhood Markets Inc,126,17121604,1.72,HOOD US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,41,16926959,1.7,VRT US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,51,16872181,1.69,MRVL US EQUITY,stock
TER US EQUITY,Teradyne Inc,26,16266251,1.63,TER US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,29,16066947,1.61,AVGO US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,11,15448889,1.55,STX US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,71,15090800,1.51,COIN US EQUITY,stock
SPCX US EQUITY,Space Exploration Technologies Corp,72,14864221,1.49,SPCX US EQUITY,stock
WDC US EQUITY,Western Digital Corp,19,14378039,1.44,WDC US EQUITY,stock
TSLA US EQUITY,Tesla Inc,29,13891688,1.39,TSLA US EQUITY,stock
AAPL US EQUITY,Apple Inc,30,12942958,1.3,AAPL US EQUITY,stock
META US EQUITY,Meta Platforms Inc,15,12049077,1.21,META US EQUITY,stock
AMAT US EQUITY,Applied Materials Inc,15,11336259,1.14,AMAT US EQUITY,stock
WMT US EQUITY,Walmart Inc,62,10007487,1.0,WMT US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,26,9963326,1.0,ARM US EQUITY,stock
PLTR US EQUITY,Palantir Technologies Inc,40,9744243,0.98,PLTR US EQUITY,stock
COST US EQUITY,Costco Wholesale Corp,7,9423059,0.95,COST US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,6,9139993,0.92,GEV US EQUITY,stock
ALAB US EQUITY,Astera Labs Inc,20,9040320,0.91,ALAB US EQUITY,stock
LLY US EQUITY,Eli Lilly & Co,5,8351926,0.84,LLY US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,13,7909764,0.79,TSM US EQUITY,stock
QCOM US EQUITY,QUALCOMM Inc,32,7326903,0.74,QCOM US EQUITY,stock
MSTR US EQUITY,Strategy Inc,52,7171040,0.72,MSTR US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,53,6141668,0.62,RKLB US EQUITY,stock
SIMO US EQUITY,Silicon Motion Technology Corp,14,5389970,0.54,SIMO US EQUITY,stock
LRCX US EQUITY,Lam Research Corp,11,5339766,0.54,LRCX US EQUITY,stock
KLAC US EQUITY,KLA Corp,15,4357379,0.44,KLAC US EQUITY,stock
ASML US EQUITY,ASML Holding NV,1,2658588,0.27,ASML US EQUITY,stock
