종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
SNDK US EQUITY,Sandisk Corp/DE,55,59949364,7.78,SNDK US EQUITY,stock
CIEN US EQUITY,Ciena Corp,74,48337828,6.27,CIEN US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,41,47628206,6.18,LITE US EQUITY,stock
NVDA US EQUITY,NVIDIA Corp,141,37676058,4.89,NVDA US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,124,32601970,4.23,COIN US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,65,29330922,3.81,GOOGL US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,128,28643818,3.72,ARM US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,121,24571107,3.19,BE US EQUITY,stock
WDC US EQUITY,Western Digital Corp,52,23790126,3.09,WDC US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,33,22501177,2.92,STX US EQUITY,stock
NQM6 Index,NASDAQ 100 E-MINI INDEX JUN 2026,0,21984033,2.85,NQM6 INDEX,futures
ASML US EQUITY,ASML Holding NV,11,21576410,2.8,ASML US EQUITY,stock
TSEM US EQUITY,Tower Semiconductor Ltd,75,21456284,2.78,TSEM US EQUITY,stock
MU US EQUITY,Micron Technology Inc,37,21024383,2.73,MU US EQUITY,stock
SIMO US EQUITY,Silicon Motion Technology Corp,118,20694212,2.69,SIMO US EQUITY,stock
CRCL US EQUITY,Circle Internet Group Inc,148,20514580,2.66,CRCL US EQUITY,stock
,현금,20086655,20086655,2.61,현금,cash
LRCX US EQUITY,Lam Research Corp,59,19582202,2.54,LRCX US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,45,17513174,2.27,VRT US EQUITY,stock
INTC US EQUITY,Intel Corp,222,16957087,2.2,INTC US EQUITY,stock
GLW US EQUITY,Corning Inc,76,16747762,2.17,GLW US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,12,16197706,2.1,GEV US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,27,13880035,1.8,TSM US EQUITY,stock
META US EQUITY,Meta Platforms Inc,16,13790986,1.79,META US EQUITY,stock
ASTS US EQUITY,AST SpaceMobile Inc,95,13548254,1.76,ASTS US EQUITY,stock
FTAI US EQUITY,FTAI Aviation Ltd,32,11880532,1.54,FTAI US EQUITY,stock
COHR US EQUITY,Coherent Corp,26,9903231,1.29,COHR US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,17,9535063,1.24,MSFT US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,91,9262818,1.2,RKLB US EQUITY,stock
TSLA US EQUITY,Tesla Inc,16,8491389,1.1,TSLA US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,50,8081314,1.05,AAOI US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,22,7286284,0.95,AMD US EQUITY,stock
MSTR US EQUITY,Strategy Inc,36,6914566,0.9,MSTR US EQUITY,stock
UUUU US EQUITY,Energy Fuels Inc/Canada,253,6785431,0.88,UUUU US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,21,6721653,0.87,AMZN US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,14,6621518,0.86,AVGO US EQUITY,stock
CRWD US EQUITY,Crowdstrike Holdings Inc,11,6595480,0.86,CRWD US EQUITY,stock
FANG US EQUITY,Diamondback Energy Inc,22,6428860,0.83,FANG US EQUITY,stock
IPGP US EQUITY,IPG Photonics Corp,38,6310419,0.82,IPGP US EQUITY,stock
BKR US EQUITY,Baker Hughes Co,69,6300040,0.82,BKR US EQUITY,stock
AAPL US EQUITY,Apple Inc,15,5840658,0.76,AAPL US EQUITY,stock
AMAT US EQUITY,Applied Materials Inc,11,5834521,0.76,AMAT US EQUITY,stock
TMUS US EQUITY,T-Mobile US Inc,19,5676234,0.74,TMUS US EQUITY,stock
LLY US EQUITY,Eli Lilly & Co,4,5577934,0.72,LLY US EQUITY,stock
