종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
NVDA US EQUITY,NVIDIA Corp,280,93251360,8.51,NVDA US EQUITY,stock
INTC US EQUITY,Intel Corp,362,65083328,5.94,INTC US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,108,63521037,5.8,GOOGL US EQUITY,stock
SNDK US EQUITY,Sandisk Corp/DE,24,56157276,5.12,SNDK US EQUITY,stock
MU US EQUITY,Micron Technology Inc,45,52031615,4.75,MU US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,107,48414777,4.42,ARM US EQUITY,stock
AAPL US EQUITY,Apple Inc,91,42108505,3.84,AAPL US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,64,40693974,3.71,MSFT US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,50,34105897,3.11,AMD US EQUITY,stock
,현금,32285984,32285984,2.95,현금,cash
COIN US EQUITY,Coinbase Global Inc,104,30541600,2.79,COIN US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,144,27407914,2.5,RKLB US EQUITY,stock
TSLA US EQUITY,Tesla Inc,43,27260366,2.49,TSLA US EQUITY,stock
CRCL US EQUITY,Circle Internet Group Inc,154,26841574,2.45,CRCL US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,56,26158470,2.39,BE US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,21,25822228,2.36,STX US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,91,24411308,2.23,AAOI US EQUITY,stock
WDC US EQUITY,Western Digital Corp,33,24355884,2.22,WDC US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,82,23723819,2.16,MRVL US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,57,23216528,2.12,AMZN US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,34,21385510,1.95,AVGO US EQUITY,stock
HOOD US EQUITY,Robinhood Markets Inc,183,21079005,1.92,HOOD US EQUITY,stock
CIEN US EQUITY,Ciena Corp,23,20491743,1.87,CIEN US EQUITY,stock
NBIS US EQUITY,Nebius Group NV,59,19686989,1.8,NBIS US EQUITY,stock
GLW US EQUITY,Corning Inc,66,19214943,1.75,GLW US EQUITY,stock
MSTR US EQUITY,Strategy Inc,74,18508171,1.69,MSTR US EQUITY,stock
NQM6 Index,NASDAQ 100 E-MINI INDEX JUN 2026,0,17870947,1.63,NQM6 INDEX,futures
VRT US EQUITY,Vertiv Holdings Co,36,17663849,1.61,VRT US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,12,17560072,1.6,LITE US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,11,17420520,1.59,GEV US EQUITY,stock
DELL US EQUITY,Dell Technologies Inc,44,16876119,1.54,DELL US EQUITY,stock
CRDO US EQUITY,Credo Technology Group Holding Ltd,57,16724444,1.53,CRDO US EQUITY,stock
TSEM US EQUITY,Tower Semiconductor Ltd,39,16509244,1.51,TSEM US EQUITY,stock
SIMO US EQUITY,Silicon Motion Technology Corp,37,14792502,1.35,SIMO US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,19,11736831,1.07,TSM US EQUITY,stock
ASML US EQUITY,ASML Holding NV,4,9661529,0.88,ASML US EQUITY,stock
LRCX US EQUITY,Lam Research Corp,19,8712612,0.8,LRCX US EQUITY,stock
COHR US EQUITY,Coherent Corp,13,7455520,0.68,COHR US EQUITY,stock
FTAI US EQUITY,FTAI Aviation Ltd,15,5608936,0.51,FTAI US EQUITY,stock
AMAT US EQUITY,Applied Materials Inc,8,5187124,0.47,AMAT US EQUITY,stock
META US EQUITY,Meta Platforms Inc,5,4607584,0.42,META US EQUITY,stock
