종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
NVDA US EQUITY,NVIDIA Corp,280,93859946,9.12,NVDA US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,108,64638662,6.28,GOOGL US EQUITY,stock
INTC US EQUITY,Intel Corp,362,59041738,5.74,INTC US EQUITY,stock
SNDK US EQUITY,Sandisk Corp/DE,24,48237899,4.69,SNDK US EQUITY,stock
MU US EQUITY,Micron Technology Inc,45,46243170,4.49,MU US EQUITY,stock
AAPL US EQUITY,Apple Inc,91,40866566,3.97,AAPL US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,64,40871271,3.97,MSFT US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,107,34706299,3.37,ARM US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,50,31738436,3.08,AMD US EQUITY,stock
,현금,31540657,31540657,3.07,현금,cash
COIN US EQUITY,Coinbase Global Inc,104,29706313,2.89,COIN US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,144,28477878,2.77,RKLB US EQUITY,stock
TSLA US EQUITY,Tesla Inc,43,26581865,2.58,TSLA US EQUITY,stock
CRCL US EQUITY,Circle Internet Group Inc,154,25864891,2.51,CRCL US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,91,23772969,2.31,AAOI US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,21,23457809,2.28,STX US EQUITY,stock
WDC US EQUITY,Western Digital Corp,33,22822724,2.22,WDC US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,57,22763286,2.21,AMZN US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,56,21844644,2.12,BE US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,34,21567782,2.1,AVGO US EQUITY,stock
HOOD US EQUITY,Robinhood Markets Inc,183,21287798,2.07,HOOD US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,82,20886437,2.03,MRVL US EQUITY,stock
MSTR US EQUITY,Strategy Inc,74,18592108,1.81,MSTR US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,36,18440816,1.79,VRT US EQUITY,stock
CIEN US EQUITY,Ciena Corp,23,18190385,1.77,CIEN US EQUITY,stock
NBIS US EQUITY,Nebius Group NV,59,17779585,1.73,NBIS US EQUITY,stock
GLW US EQUITY,Corning Inc,66,17768367,1.73,GLW US EQUITY,stock
NQM6 Index,NASDAQ 100 E-MINI INDEX JUN 2026,0,17548379,1.71,NQM6 INDEX,futures
GEV US EQUITY,GE Vernova Inc,11,16788976,1.63,GEV US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,12,16012474,1.56,LITE US EQUITY,stock
DELL US EQUITY,Dell Technologies Inc,44,15791671,1.53,DELL US EQUITY,stock
TSEM US EQUITY,Tower Semiconductor Ltd,39,14587557,1.42,TSEM US EQUITY,stock
CRDO US EQUITY,Credo Technology Group Holding Ltd,57,13430562,1.31,CRDO US EQUITY,stock
SIMO US EQUITY,Silicon Motion Technology Corp,37,13375874,1.3,SIMO US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,19,11343254,1.1,TSM US EQUITY,stock
ASML US EQUITY,ASML Holding NV,4,8880278,0.86,ASML US EQUITY,stock
LRCX US EQUITY,Lam Research Corp,19,7963053,0.77,LRCX US EQUITY,stock
COHR US EQUITY,Coherent Corp,13,7111975,0.69,COHR US EQUITY,stock
FTAI US EQUITY,FTAI Aviation Ltd,15,5215480,0.51,FTAI US EQUITY,stock
AMAT US EQUITY,Applied Materials Inc,8,4988646,0.49,AMAT US EQUITY,stock
META US EQUITY,Meta Platforms Inc,5,4607912,0.45,META US EQUITY,stock
