종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
SNDK US EQUITY,Sandisk Corp/DE,54,68496617,8.16,SNDK US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,43,57459143,6.85,LITE US EQUITY,stock
CIEN US EQUITY,Ciena Corp,73,53923127,6.43,CIEN US EQUITY,stock
NVDA US EQUITY,NVIDIA Corp,139,39046183,4.65,NVDA US EQUITY,stock
ASML US EQUITY,ASML Holding NV,15,33021818,3.94,ASML US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,64,30235763,3.6,GOOGL US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,120,29789956,3.55,BE US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,126,27945106,3.33,ARM US EQUITY,stock
WDC US EQUITY,Western Digital Corp,52,26594669,3.17,WDC US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,33,24725619,2.95,STX US EQUITY,stock
INTC US EQUITY,Intel Corp,256,23781451,2.83,INTC US EQUITY,stock
MU US EQUITY,Micron Technology Inc,37,23174677,2.76,MU US EQUITY,stock
NQM6 Index,NASDAQ 100 E-MINI INDEX JUN 2026,0,22589302,2.69,NQM6 INDEX,futures
TSEM US EQUITY,Tower Semiconductor Ltd,74,22435780,2.67,TSEM US EQUITY,stock
SIMO US EQUITY,Silicon Motion Technology Corp,116,21888797,2.61,SIMO US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,45,19776501,2.36,VRT US EQUITY,stock
CRCL US EQUITY,Circle Internet Group Inc,146,19141938,2.28,CRCL US EQUITY,stock
GLW US EQUITY,Corning Inc,75,19125795,2.28,GLW US EQUITY,stock
LRCX US EQUITY,Lam Research Corp,47,18454196,2.2,LRCX US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,12,17715284,2.11,GEV US EQUITY,stock
,현금,17404429,17404429,2.07,현금,cash
COIN US EQUITY,Coinbase Global Inc,69,17247393,2.06,COIN US EQUITY,stock
NBIS US EQUITY,Nebius Group NV,77,16623477,1.98,NBIS US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,29,16046055,1.91,AVGO US EQUITY,stock
META US EQUITY,Meta Platforms Inc,16,15007800,1.79,META US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,27,14901233,1.78,TSM US EQUITY,stock
ASTS US EQUITY,AST SpaceMobile Inc,94,13284557,1.58,ASTS US EQUITY,stock
COHR US EQUITY,Coherent Corp,26,11906154,1.42,COHR US EQUITY,stock
FTAI US EQUITY,FTAI Aviation Ltd,31,11606854,1.38,FTAI US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,49,10989402,1.31,AAOI US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,17,9389093,1.12,MSFT US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,90,9120605,1.09,RKLB US EQUITY,stock
TSLA US EQUITY,Tesla Inc,16,8314501,0.99,TSLA US EQUITY,stock
TER US EQUITY,Teradyne Inc,15,8220160,0.98,TER US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,22,8028098,0.96,AMD US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,21,7454905,0.89,AMZN US EQUITY,stock
IPGP US EQUITY,IPG Photonics Corp,37,7015382,0.84,IPGP US EQUITY,stock
MSTR US EQUITY,Strategy Inc,36,6896544,0.82,MSTR US EQUITY,stock
UUUU US EQUITY,Energy Fuels Inc/Canada,250,6850320,0.82,UUUU US EQUITY,stock
AMAT US EQUITY,Applied Materials Inc,10,5949205,0.71,AMAT US EQUITY,stock
AAPL US EQUITY,Apple Inc,15,5818602,0.69,AAPL US EQUITY,stock
LLY US EQUITY,Eli Lilly & Co,4,5596234,0.67,LLY US EQUITY,stock
AEHR US EQUITY,Aehr Test Systems,42,4405142,0.53,AEHR US EQUITY,stock
FORM US EQUITY,FormFactor Inc,9,1659266,0.2,FORM US EQUITY,stock
