종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
NVDA US EQUITY,NVIDIA Corp,229,69285532,7.76,NVDA US EQUITY,stock
SNDK US EQUITY,Sandisk Corp,20,42940113,4.81,SNDK US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,105,37378824,4.19,AMZN US EQUITY,stock
MU US EQUITY,Micron Technology Inc,27,35473776,3.97,MU US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,51,35454701,3.97,MSFT US EQUITY,stock
SKHY US EQUITY,SK hynix Inc,144,32477822,3.64,SKHY US EQUITY,stock
NQU6 INDEX,NASDAQ 100 E-MINI INDEX SEPT 2026,0,32355692,3.62,NQU6 INDEX,futures
DELL US EQUITY,Dell Technologies Inc,51,31870721,3.57,DELL US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,108,27842361,3.12,COIN US EQUITY,stock
HOOD US EQUITY,Robinhood Markets Inc,193,27720903,3.11,HOOD US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,22,27578916,3.09,LITE US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,96,27140497,3.04,BE US EQUITY,stock
SNOW US EQUITY,Snowflake Inc,59,26797308,3.0,SNOW US EQUITY,stock
CRDO US EQUITY,Credo Technology Group Holding Ltd,84,26037545,2.92,CRDO US EQUITY,stock
INTC US EQUITY,Intel Corp,210,25759545,2.89,INTC US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,51,23717307,2.66,GOOGL US EQUITY,stock
TSLA US EQUITY,Tesla Inc,47,23699217,2.65,TSLA US EQUITY,stock
NBIS US EQUITY,Nebius Group NV,78,22053792,2.47,NBIS US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,74,21464355,2.4,MRVL US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,141,20808551,2.33,AAOI US EQUITY,stock
MSTR US EQUITY,Strategy Inc,109,19857726,2.22,MSTR US EQUITY,stock
PLTR US EQUITY,Palantir Technologies Inc,75,19156136,2.15,PLTR US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,29,18707165,2.1,AMD US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,28,14210390,1.59,AVGO US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,40,14181995,1.59,VRT US EQUITY,stock
SPCX US EQUITY,Space Exploration Technologies Corp,71,13980807,1.57,SPCX US EQUITY,stock
,현금,13906511,13906511,1.56,현금,cash
CRWV US EQUITY,CoreWeave Inc,118,13727324,1.54,CRWV US EQUITY,stock
AAPL US EQUITY,Apple Inc,30,13026337,1.46,AAPL US EQUITY,stock
TSEM US EQUITY,Tower Semiconductor Ltd,45,12645023,1.42,TSEM US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,11,12487331,1.4,STX US EQUITY,stock
TER US EQUITY,Teradyne Inc,26,12464582,1.4,TER US EQUITY,stock
META US EQUITY,Meta Platforms Inc,15,11765021,1.32,META US EQUITY,stock
WDC US EQUITY,Western Digital Corp,19,11731240,1.31,WDC US EQUITY,stock
GLW US EQUITY,Corning Inc,45,9171881,1.03,GLW US EQUITY,stock
NOW US EQUITY,ServiceNow Inc,44,8923441,1.0,NOW US EQUITY,stock
PANW US EQUITY,Palo Alto Networks Inc,17,8902406,1.0,PANW US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,25,8287836,0.93,ARM US EQUITY,stock
LLY US EQUITY,Eli Lilly & Co,5,7925913,0.89,LLY US EQUITY,stock
ALAB US EQUITY,Astera Labs Inc,19,7732646,0.87,ALAB US EQUITY,stock
QCOM US EQUITY,QUALCOMM Inc,32,7476025,0.84,QCOM US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,13,7399008,0.83,TSM US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,6,7388073,0.83,GEV US EQUITY,stock
