종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
NVDA US EQUITY,NVIDIA Corp,239,73327573,7.32,NVDA US EQUITY,stock
SNDK US EQUITY,Sandisk Corp,22,51754360,5.17,SNDK US EQUITY,stock
MU US EQUITY,Micron Technology Inc,36,51728784,5.16,MU US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,61,49154461,4.91,AMD US EQUITY,stock
INTC US EQUITY,Intel Corp,256,39955595,3.99,INTC US EQUITY,stock
HOOD US EQUITY,Robinhood Markets Inc,233,36679660,3.66,HOOD US EQUITY,stock
NQU6 INDEX,NASDAQ 100 E-MINI INDEX SEPT 2026,0,34712489,3.47,NQU6 INDEX,futures
AVGO US EQUITY,Broadcom Inc,54,30891167,3.08,AVGO US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,52,30612908,3.06,MSFT US EQUITY,stock
AAPL US EQUITY,Apple Inc,63,30560542,3.05,AAPL US EQUITY,stock
LRCX US EQUITY,Lam Research Corp,63,30025308,3.0,LRCX US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,58,29801369,2.98,GOOGL US EQUITY,stock
DELL US EQUITY,Dell Technologies Inc,49,29310938,2.93,DELL US EQUITY,stock
AMAT US EQUITY,Applied Materials Inc,35,29245665,2.92,AMAT US EQUITY,stock
CRDO US EQUITY,Credo Technology Group Holding Ltd,88,29158798,2.91,CRDO US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,19,25079954,2.5,STX US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,96,24986456,2.49,COIN US EQUITY,stock
WDC US EQUITY,Western Digital Corp,26,21103473,2.11,WDC US EQUITY,stock
SKHY US EQUITY,SK hynix Inc,82,20868048,2.08,SKHY US EQUITY,stock
META US EQUITY,Meta Platforms Inc,21,20010966,2.0,META US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,50,18319937,1.83,AMZN US EQUITY,stock
TSLA US EQUITY,Tesla Inc,30,16825628,1.68,TSLA US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,95,16769088,1.67,AAOI US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,39,16724345,1.67,ARM US EQUITY,stock
NBIS US EQUITY,Nebius Group NV,51,16374227,1.64,NBIS US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,53,16313484,1.63,MRVL US EQUITY,stock
ASML US EQUITY,ASML Holding NV,6,15998489,1.6,ASML US EQUITY,stock
TER US EQUITY,Teradyne Inc,27,14947648,1.49,TER US EQUITY,stock
TXN US EQUITY,Texas Instruments Inc,34,14659206,1.46,TXN US EQUITY,stock
KLAC US EQUITY,KLA Corp,45,14490475,1.45,KLAC US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,30,13520713,1.35,VRT US EQUITY,stock
SIMO US EQUITY,Silicon Motion Technology Corp,27,11116424,1.11,SIMO US EQUITY,stock
LLY US EQUITY,Eli Lilly & Co,6,10438346,1.04,LLY US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,6,9580480,0.96,GEV US EQUITY,stock
ALAB US EQUITY,Astera Labs Inc,20,9466423,0.95,ALAB US EQUITY,stock
SPCX US EQUITY,Space Exploration Technologies Corp,50,9142577,0.91,SPCX US EQUITY,stock
APP US EQUITY,AppLovin Corp,14,8883056,0.89,APP US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,14,8798513,0.88,TSM US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,7,8677707,0.87,LITE US EQUITY,stock
QCOM US EQUITY,QUALCOMM Inc,33,8474312,0.85,QCOM US EQUITY,stock
GLW US EQUITY,Corning Inc,34,8173023,0.82,GLW US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,24,8037298,0.8,BE US EQUITY,stock
MSTR US EQUITY,Strategy Inc,53,7997498,0.8,MSTR US EQUITY,stock
CRWV US EQUITY,CoreWeave Inc,50,5889317,0.59,CRWV US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,55,5626748,0.56,RKLB US EQUITY,stock
,현금,4691971,4691971,0.47,현금,cash
ORCL US EQUITY,Oracle Corp,24,4513120,0.45,ORCL US EQUITY,stock
CRWD US EQUITY,Crowdstrike Holdings Inc,15,4243816,0.42,CRWD US EQUITY,stock
PANW US EQUITY,Palo Alto Networks Inc,8,4051329,0.4,PANW US EQUITY,stock
