종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
NVDA US EQUITY,NVIDIA Corp,239,71660398,7.63,NVDA US EQUITY,stock
MU US EQUITY,Micron Technology Inc,36,45183156,4.81,MU US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,61,44708826,4.76,AMD US EQUITY,stock
SNDK US EQUITY,Sandisk Corp,22,44065249,4.69,SNDK US EQUITY,stock
INTC US EQUITY,Intel Corp,256,35969826,3.83,INTC US EQUITY,stock
HOOD US EQUITY,Robinhood Markets Inc,233,34432941,3.67,HOOD US EQUITY,stock
NQU6 INDEX,NASDAQ 100 E-MINI INDEX SEPT 2026,0,34030698,3.62,NQU6 INDEX,futures
AAPL US EQUITY,Apple Inc,63,31084276,3.31,AAPL US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,52,30275621,3.22,MSFT US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,54,29604294,3.15,AVGO US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,57,29221891,3.11,GOOGL US EQUITY,stock
LRCX US EQUITY,Lam Research Corp,63,29180511,3.11,LRCX US EQUITY,stock
DELL US EQUITY,Dell Technologies Inc,49,28711503,3.06,DELL US EQUITY,stock
AMAT US EQUITY,Applied Materials Inc,35,27406727,2.92,AMAT US EQUITY,stock
CRDO US EQUITY,Credo Technology Group Holding Ltd,88,26368505,2.81,CRDO US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,96,22299475,2.38,COIN US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,19,22125054,2.36,STX US EQUITY,stock
META US EQUITY,Meta Platforms Inc,21,20056284,2.14,META US EQUITY,stock
,현금,18820372,18820372,2.0,현금,cash
SKHY US EQUITY,SK hynix Inc,82,18672872,1.99,SKHY US EQUITY,stock
WDC US EQUITY,Western Digital Corp,26,18343573,1.95,WDC US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,50,18275241,1.95,AMZN US EQUITY,stock
TSLA US EQUITY,Tesla Inc,30,16891015,1.8,TSLA US EQUITY,stock
ASML US EQUITY,ASML Holding NV,6,15501733,1.65,ASML US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,39,15405534,1.64,ARM US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,53,14784059,1.57,MRVL US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,95,14383279,1.53,AAOI US EQUITY,stock
KLAC US EQUITY,KLA Corp,45,14153832,1.51,KLAC US EQUITY,stock
NBIS US EQUITY,Nebius Group NV,51,13399049,1.43,NBIS US EQUITY,stock
TER US EQUITY,Teradyne Inc,27,12867380,1.37,TER US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,30,12842565,1.37,VRT US EQUITY,stock
SIMO US EQUITY,Silicon Motion Technology Corp,27,10551008,1.12,SIMO US EQUITY,stock
LLY US EQUITY,Eli Lilly & Co,6,10459177,1.11,LLY US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,6,9383463,1.0,GEV US EQUITY,stock
SPCX US EQUITY,Space Exploration Technologies Corp,50,9165340,0.98,SPCX US EQUITY,stock
ALAB US EQUITY,Astera Labs Inc,20,8977436,0.96,ALAB US EQUITY,stock
APP US EQUITY,AppLovin Corp,14,8786959,0.94,APP US EQUITY,stock
QCOM US EQUITY,QUALCOMM Inc,33,8380665,0.89,QCOM US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,14,8245302,0.88,TSM US EQUITY,stock
GLW US EQUITY,Corning Inc,34,7771564,0.83,GLW US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,24,7627124,0.81,BE US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,7,7583807,0.81,LITE US EQUITY,stock
MSTR US EQUITY,Strategy Inc,53,7431990,0.79,MSTR US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,55,5498317,0.59,RKLB US EQUITY,stock
CRWV US EQUITY,CoreWeave Inc,49,5303449,0.57,CRWV US EQUITY,stock
CRWD US EQUITY,Crowdstrike Holdings Inc,15,4503502,0.48,CRWD US EQUITY,stock
ORCL US EQUITY,Oracle Corp,24,4485229,0.48,ORCL US EQUITY,stock
PANW US EQUITY,Palo Alto Networks Inc,8,4242180,0.45,PANW US EQUITY,stock
