종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
SNDK US EQUITY,Sandisk Corp,24,63892128,5.89,SNDK US EQUITY,stock
INTC US EQUITY,Intel Corp,306,56183423,5.18,INTC US EQUITY,stock
MU US EQUITY,Micron Technology Inc,35,52091001,4.81,MU US EQUITY,stock
NVDA US EQUITY,NVIDIA Corp,172,51124015,4.72,NVDA US EQUITY,stock
DELL US EQUITY,Dell Technologies Inc,80,48125967,4.44,DELL US EQUITY,stock
LRCX US EQUITY,Lam Research Corp,89,47713887,4.4,LRCX US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,58,45819199,4.23,AMD US EQUITY,stock
NQU6 INDEX,NASDAQ 100 E-MINI INDEX SEPT 2026,0,36072506,3.33,NQU6 INDEX,futures
CRDO US EQUITY,Credo Technology Group Holding Ltd,94,34691442,3.2,CRDO US EQUITY,stock
WDC US EQUITY,Western Digital Corp,42,34536532,3.19,WDC US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,92,34427727,3.18,MRVL US EQUITY,stock
AMAT US EQUITY,Applied Materials Inc,37,34039919,3.14,AMAT US EQUITY,stock
,현금,29403822,29403822,2.71,현금,cash
GOOGL US EQUITY,Alphabet Inc,53,29101170,2.69,GOOGL US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,23,28778430,2.66,STX US EQUITY,stock
AAPL US EQUITY,Apple Inc,58,27309063,2.52,AAPL US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,55,26454514,2.44,ARM US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,134,24725856,2.28,AAOI US EQUITY,stock
NBIS US EQUITY,Nebius Group NV,74,24342290,2.25,NBIS US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,38,22637798,2.09,MSFT US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,40,21996100,2.03,AVGO US EQUITY,stock
HOOD US EQUITY,Robinhood Markets Inc,122,20981668,1.94,HOOD US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,54,19991737,1.84,AMZN US EQUITY,stock
TSLA US EQUITY,Tesla Inc,32,19207914,1.77,TSLA US EQUITY,stock
KLAC US EQUITY,KLA Corp,48,17249043,1.59,KLAC US EQUITY,stock
GLW US EQUITY,Corning Inc,57,17112700,1.58,GLW US EQUITY,stock
TER US EQUITY,Teradyne Inc,29,16329427,1.51,TER US EQUITY,stock
ASML US EQUITY,ASML Holding NV,6,16195647,1.49,ASML US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,60,15147377,1.4,COIN US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,32,14671634,1.35,VRT US EQUITY,stock
ALAB US EQUITY,Astera Labs Inc,22,13640755,1.26,ALAB US EQUITY,stock
SPCX US EQUITY,Space Exploration Technologies Corp,54,13345948,1.23,SPCX US EQUITY,stock
SIMO US EQUITY,Silicon Motion Technology Corp,28,12845368,1.19,SIMO US EQUITY,stock
APP US EQUITY,AppLovin Corp,15,12061241,1.11,APP US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,7,11887124,1.1,GEV US EQUITY,stock
LLY US EQUITY,Eli Lilly & Co,6,11111646,1.03,LLY US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,26,10745014,0.99,BE US EQUITY,stock
META US EQUITY,Meta Platforms Inc,12,10671266,0.98,META US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,15,9935317,0.92,TSM US EQUITY,stock
QCOM US EQUITY,QUALCOMM Inc,36,9679932,0.89,QCOM US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,59,9042444,0.83,RKLB US EQUITY,stock
MSTR US EQUITY,Strategy Inc,57,8762878,0.81,MSTR US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,7,7777874,0.72,LITE US EQUITY,stock
CRWV US EQUITY,CoreWeave Inc,53,6609639,0.61,CRWV US EQUITY,stock
ORCL US EQUITY,Oracle Corp,26,5563893,0.51,ORCL US EQUITY,stock
