종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
NVDA US EQUITY,NVIDIA Corp,206,61051309,6.76,NVDA US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,105,52823631,5.85,GOOGL US EQUITY,stock
SNDK US EQUITY,Sandisk Corp/DE,37,51215116,5.67,SNDK US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,150,45561531,5.05,ARM US EQUITY,stock
INTC US EQUITY,Intel Corp,403,39951368,4.42,INTC US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,95,33503903,3.71,BE US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,58,32947408,3.65,TSM US EQUITY,stock
TSLA US EQUITY,Tesla Inc,56,31068091,3.44,TSLA US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,98,28795054,3.19,COIN US EQUITY,stock
NBIS US EQUITY,Nebius Group NV,118,27515860,3.05,NBIS US EQUITY,stock
CRCL US EQUITY,Circle Internet Group Inc,182,27020601,2.99,CRCL US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,40,24936037,2.76,AVGO US EQUITY,stock
CIEN US EQUITY,Ciena Corp,32,24504938,2.71,CIEN US EQUITY,stock
NQM6 Index,NASDAQ 100 E-MINI INDEX JUN 2026,0,23990113,2.66,NQM6 INDEX,futures
MRVL US EQUITY,Marvell Technology Inc,96,23594286,2.61,MRVL US EQUITY,stock
MU US EQUITY,Micron Technology Inc,33,23598740,2.61,MU US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,61,23098641,2.56,AMZN US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,18,22629747,2.51,LITE US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,13,22184204,2.46,GEV US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,43,20538428,2.27,VRT US EQUITY,stock
,현금,19954533,19954533,2.21,현금,cash
WDC US EQUITY,Western Digital Corp,32,19149812,2.12,WDC US EQUITY,stock
CRDO US EQUITY,Credo Technology Group Holding Ltd,66,18178652,2.01,CRDO US EQUITY,stock
SIMO US EQUITY,Silicon Motion Technology Corp,84,17707116,1.96,SIMO US EQUITY,stock
META US EQUITY,Meta Platforms Inc,18,17613147,1.95,META US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,28,17281064,1.91,MSFT US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,19,16574115,1.84,STX US EQUITY,stock
HOOD US EQUITY,Robinhood Markets Inc,112,13889694,1.54,HOOD US EQUITY,stock
ASML US EQUITY,ASML Holding NV,6,12628344,1.4,ASML US EQUITY,stock
MSTR US EQUITY,Strategy Inc,49,12545554,1.39,MSTR US EQUITY,stock
TSEM US EQUITY,Tower Semiconductor Ltd,36,10756271,1.19,TSEM US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,81,10172684,1.13,RKLB US EQUITY,stock
GLW US EQUITY,Corning Inc,37,9310041,1.03,GLW US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,20,9065247,1.0,AMD US EQUITY,stock
LRCX US EQUITY,Lam Research Corp,23,8828143,0.98,LRCX US EQUITY,stock
TER US EQUITY,Teradyne Inc,13,7738505,0.86,TER US EQUITY,stock
COHR US EQUITY,Coherent Corp,15,7519289,0.83,COHR US EQUITY,stock
FTAI US EQUITY,FTAI Aviation Ltd,18,6293864,0.7,FTAI US EQUITY,stock
LLY US EQUITY,Eli Lilly & Co,4,5449005,0.6,LLY US EQUITY,stock
AMAT US EQUITY,Applied Materials Inc,9,5396439,0.6,AMAT US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,26,5315964,0.59,AAOI US EQUITY,stock
AAPL US EQUITY,Apple Inc,13,5276788,0.58,AAPL US EQUITY,stock
VICR US EQUITY,Vicor Corp,11,4247792,0.47,VICR US EQUITY,stock
POET US EQUITY,POET Technologies Inc,92,1600647,0.18,POET US EQUITY,stock
