종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
NVDA US EQUITY,NVIDIA Corp,227,70103846,7.28,NVDA US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,147,54483962,5.66,BE US EQUITY,stock
DELL US EQUITY,Dell Technologies Inc,69,53915636,5.6,DELL US EQUITY,stock
SNDK US EQUITY,Sandisk Corp,20,47989008,4.98,SNDK US EQUITY,stock
INTC US EQUITY,Intel Corp,241,39861784,4.14,INTC US EQUITY,stock
MU US EQUITY,Micron Technology Inc,26,36865568,3.83,MU US EQUITY,stock
SKHY US EQUITY,SK hynix Inc,142,36424370,3.78,SKHY US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,41,34275969,3.56,AMD US EQUITY,stock
SPCX US EQUITY,Space Exploration Technologies Corp,157,32380099,3.36,SPCX US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,22,28520542,2.96,LITE US EQUITY,stock
HOOD US EQUITY,Robinhood Markets Inc,162,27129501,2.82,HOOD US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,38,25888894,2.69,MSFT US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,73,25518866,2.65,MRVL US EQUITY,stock
NQZ6 INDEX,NASDAQ 100 E-MINI INDEX DEC 2026,0,25087108,2.61,NQZ6 INDEX,futures
NBIS US EQUITY,Nebius Group NV,77,24346549,2.53,NBIS US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,50,24106012,2.5,GOOGL US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,88,24029817,2.5,COIN US EQUITY,stock
TSLA US EQUITY,Tesla Inc,45,22937960,2.38,TSLA US EQUITY,stock
,현금,22103852,22103852,2.3,현금,cash
MSTR US EQUITY,Strategy Inc,83,18995106,1.97,MSTR US EQUITY,stock
PLTR US EQUITY,Palantir Technologies Inc,74,18401790,1.91,PLTR US EQUITY,stock
TER US EQUITY,Teradyne Inc,35,18137266,1.88,TER US EQUITY,stock
CRWV US EQUITY,CoreWeave Inc,156,18100840,1.88,CRWV US EQUITY,stock
QCOM US EQUITY,QUALCOMM Inc,68,17938616,1.86,QCOM US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,51,17902366,1.86,AMZN US EQUITY,stock
SNOW US EQUITY,Snowflake Inc,38,17516460,1.82,SNOW US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,106,15645132,1.62,AAOI US EQUITY,stock
META US EQUITY,Meta Platforms Inc,15,15101384,1.57,META US EQUITY,stock
ALAB US EQUITY,Astera Labs Inc,31,14346585,1.49,ALAB US EQUITY,stock
AAPL US EQUITY,Apple Inc,30,13812079,1.43,AAPL US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,28,13791814,1.43,AVGO US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,40,13628722,1.42,VRT US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,11,13107410,1.36,STX US EQUITY,stock
CRDO US EQUITY,Credo Technology Group Holding Ltd,45,11445755,1.19,CRDO US EQUITY,stock
TSEM US EQUITY,Tower Semiconductor Ltd,36,11432675,1.19,TSEM US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,25,10964069,1.14,ARM US EQUITY,stock
WDC US EQUITY,Western Digital Corp,18,10956680,1.14,WDC US EQUITY,stock
PANW US EQUITY,Palo Alto Networks Inc,18,9088639,0.94,PANW US EQUITY,stock
LLY US EQUITY,Eli Lilly & Co,5,7910767,0.82,LLY US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,13,7859658,0.82,TSM US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,6,7710936,0.8,GEV US EQUITY,stock
NOW US EQUITY,ServiceNow Inc,18,3365945,0.35,NOW US EQUITY,stock
