종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
SNDK US EQUITY,Sandisk Corp/DE,39,89922676,8.17,SNDK US EQUITY,stock
INTC US EQUITY,Intel Corp,419,80805262,7.34,INTC US EQUITY,stock
NVDA US EQUITY,NVIDIA Corp,182,59503745,5.41,NVDA US EQUITY,stock
MU US EQUITY,Micron Technology Inc,48,56878184,5.17,MU US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,86,49796987,4.52,GOOGL US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,145,45939949,4.17,ARM US EQUITY,stock
CRCL US EQUITY,Circle Internet Group Inc,192,37691371,3.42,CRCL US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,85,35956054,3.27,BE US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,109,35175645,3.2,COIN US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,27,33549970,3.05,STX US EQUITY,stock
WDC US EQUITY,Western Digital Corp,43,33047010,3.0,WDC US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,21,32948974,2.99,LITE US EQUITY,stock
GLW US EQUITY,Corning Inc,106,32752978,2.98,GLW US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,45,30759804,2.79,AMD US EQUITY,stock
TSLA US EQUITY,Tesla Inc,46,30498253,2.77,TSLA US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,154,26925323,2.45,RKLB US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,96,26446320,2.4,AAOI US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,60,24046092,2.18,AMZN US EQUITY,stock
HOOD US EQUITY,Robinhood Markets Inc,193,23228345,2.11,HOOD US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,36,22979442,2.09,AVGO US EQUITY,stock
MSTR US EQUITY,Strategy Inc,78,22770618,2.07,MSTR US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,86,21889968,1.99,MRVL US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,38,20830232,1.89,VRT US EQUITY,stock
CIEN US EQUITY,Ciena Corp,24,20791971,1.89,CIEN US EQUITY,stock
,현금,20654298,20654298,1.88,현금,cash
CRDO US EQUITY,Credo Technology Group Holding Ltd,60,18792406,1.71,CRDO US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,11,17586600,1.6,GEV US EQUITY,stock
NQM6 Index,NASDAQ 100 E-MINI INDEX JUN 2026,0,17535527,1.59,NQM6 INDEX,futures
SIMO US EQUITY,Silicon Motion Technology Corp,39,15226703,1.38,SIMO US EQUITY,stock
TSEM US EQUITY,Tower Semiconductor Ltd,41,13981340,1.27,TSEM US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,21,12657207,1.15,TSM US EQUITY,stock
NBIS US EQUITY,Nebius Group NV,44,12199897,1.11,NBIS US EQUITY,stock
DELL US EQUITY,Dell Technologies Inc,32,11778076,1.07,DELL US EQUITY,stock
AAPL US EQUITY,Apple Inc,22,9593406,0.87,AAPL US EQUITY,stock
ASML US EQUITY,ASML Holding NV,4,9331601,0.85,ASML US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,15,9222332,0.84,MSFT US EQUITY,stock
LRCX US EQUITY,Lam Research Corp,20,8821697,0.8,LRCX US EQUITY,stock
COHR US EQUITY,Coherent Corp,13,7354101,0.67,COHR US EQUITY,stock
FTAI US EQUITY,FTAI Aviation Ltd,16,6683333,0.61,FTAI US EQUITY,stock
AMAT US EQUITY,Applied Materials Inc,8,5287595,0.48,AMAT US EQUITY,stock
VICR US EQUITY,Vicor Corp,10,4662791,0.42,VICR US EQUITY,stock
META US EQUITY,Meta Platforms Inc,5,4461207,0.41,META US EQUITY,stock
