종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
NVDA US EQUITY,NVIDIA Corp,239,71583547,7.61,NVDA US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,61,45259562,4.81,AMD US EQUITY,stock
SNDK US EQUITY,Sandisk Corp,22,45087366,4.79,SNDK US EQUITY,stock
MU US EQUITY,Micron Technology Inc,35,44630906,4.75,MU US EQUITY,stock
INTC US EQUITY,Intel Corp,256,36610100,3.89,INTC US EQUITY,stock
HOOD US EQUITY,Robinhood Markets Inc,233,34083042,3.62,HOOD US EQUITY,stock
NQU6 INDEX,NASDAQ 100 E-MINI INDEX SEPT 2026,0,33922088,3.61,NQU6 INDEX,futures
MSFT US EQUITY,Microsoft Corp,52,30822172,3.28,MSFT US EQUITY,stock
AAPL US EQUITY,Apple Inc,63,30315455,3.22,AAPL US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,54,30087770,3.2,AVGO US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,57,29561457,3.14,GOOGL US EQUITY,stock
LRCX US EQUITY,Lam Research Corp,63,28474751,3.03,LRCX US EQUITY,stock
DELL US EQUITY,Dell Technologies Inc,49,27570437,2.93,DELL US EQUITY,stock
CRDO US EQUITY,Credo Technology Group Holding Ltd,88,27496826,2.92,CRDO US EQUITY,stock
AMAT US EQUITY,Applied Materials Inc,35,27109823,2.88,AMAT US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,96,22692245,2.41,COIN US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,19,22464266,2.39,STX US EQUITY,stock
,현금,20956959,20956959,2.23,현금,cash
META US EQUITY,Meta Platforms Inc,21,19983503,2.12,META US EQUITY,stock
WDC US EQUITY,Western Digital Corp,26,18672280,1.99,WDC US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,50,18416763,1.96,AMZN US EQUITY,stock
SKHY US EQUITY,SK hynix Inc,82,18262969,1.94,SKHY US EQUITY,stock
TSLA US EQUITY,Tesla Inc,30,16335733,1.74,TSLA US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,39,15492491,1.65,ARM US EQUITY,stock
ASML US EQUITY,ASML Holding NV,6,15373632,1.63,ASML US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,53,15222903,1.62,MRVL US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,94,14268228,1.52,AAOI US EQUITY,stock
NBIS US EQUITY,Nebius Group NV,51,13722687,1.46,NBIS US EQUITY,stock
KLAC US EQUITY,KLA Corp,44,13458624,1.43,KLAC US EQUITY,stock
TER US EQUITY,Teradyne Inc,27,13277573,1.41,TER US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,30,12892397,1.37,VRT US EQUITY,stock
LLY US EQUITY,Eli Lilly & Co,6,10139054,1.08,LLY US EQUITY,stock
SIMO US EQUITY,Silicon Motion Technology Corp,27,10049280,1.07,SIMO US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,6,9540382,1.01,GEV US EQUITY,stock
ALAB US EQUITY,Astera Labs Inc,20,9108264,0.97,ALAB US EQUITY,stock
SPCX US EQUITY,Space Exploration Technologies Corp,50,8829349,0.94,SPCX US EQUITY,stock
APP US EQUITY,AppLovin Corp,14,8758478,0.93,APP US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,14,8298483,0.88,TSM US EQUITY,stock
QCOM US EQUITY,QUALCOMM Inc,33,8281333,0.88,QCOM US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,7,7895729,0.84,LITE US EQUITY,stock
GLW US EQUITY,Corning Inc,34,7669636,0.82,GLW US EQUITY,stock
MSTR US EQUITY,Strategy Inc,53,7638783,0.81,MSTR US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,24,6968356,0.74,BE US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,55,5327372,0.57,RKLB US EQUITY,stock
CRWV US EQUITY,CoreWeave Inc,49,5274683,0.56,CRWV US EQUITY,stock
CRWD US EQUITY,Crowdstrike Holdings Inc,15,4386827,0.47,CRWD US EQUITY,stock
ORCL US EQUITY,Oracle Corp,24,4292191,0.46,ORCL US EQUITY,stock
PANW US EQUITY,Palo Alto Networks Inc,8,4109725,0.44,PANW US EQUITY,stock
