종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
SNDK US EQUITY,Sandisk Corp,24,76244982,6.39,SNDK US EQUITY,stock
INTC US EQUITY,Intel Corp,308,62858786,5.27,INTC US EQUITY,stock
MU US EQUITY,Micron Technology Inc,35,62107389,5.21,MU US EQUITY,stock
LRCX US EQUITY,Lam Research Corp,90,57299755,4.8,LRCX US EQUITY,stock
NVDA US EQUITY,NVIDIA Corp,174,52563054,4.41,NVDA US EQUITY,stock
DELL US EQUITY,Dell Technologies Inc,80,51391738,4.31,DELL US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,58,48481376,4.06,AMD US EQUITY,stock
AMAT US EQUITY,Applied Materials Inc,37,39822182,3.34,AMAT US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,92,39591818,3.32,MRVL US EQUITY,stock
NQU6 INDEX,NASDAQ 100 E-MINI INDEX SEPT 2026,0,37250984,3.12,NQU6 INDEX,futures
WDC US EQUITY,Western Digital Corp,36,36360823,3.05,WDC US EQUITY,stock
CRDO US EQUITY,Credo Technology Group Holding Ltd,95,36162376,3.03,CRDO US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,23,34514728,2.89,STX US EQUITY,stock
,현금,32711173,32711173,2.74,현금,cash
NBIS US EQUITY,Nebius Group NV,75,30346935,2.54,NBIS US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,56,29811199,2.5,ARM US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,53,29041101,2.44,GOOGL US EQUITY,stock
AAPL US EQUITY,Apple Inc,58,25318621,2.12,AAPL US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,108,25117013,2.11,AAOI US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,40,23082961,1.94,AVGO US EQUITY,stock
GLW US EQUITY,Corning Inc,57,22581466,1.89,GLW US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,38,21700369,1.82,MSFT US EQUITY,stock
KLAC US EQUITY,KLA Corp,48,20704198,1.74,KLAC US EQUITY,stock
TSLA US EQUITY,Tesla Inc,32,20419356,1.71,TSLA US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,54,20091937,1.68,AMZN US EQUITY,stock
HOOD US EQUITY,Robinhood Markets Inc,123,19406374,1.63,HOOD US EQUITY,stock
ASML US EQUITY,ASML Holding NV,6,17506143,1.47,ASML US EQUITY,stock
ALAB US EQUITY,Astera Labs Inc,22,15542217,1.3,ALAB US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,32,15219818,1.28,VRT US EQUITY,stock
TER US EQUITY,Teradyne Inc,21,15071649,1.26,TER US EQUITY,stock
SIMO US EQUITY,Silicon Motion Technology Corp,29,14914927,1.25,SIMO US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,60,14097990,1.18,COIN US EQUITY,stock
CRCL US EQUITY,Circle Internet Group Inc,119,14005398,1.17,CRCL US EQUITY,stock
SPCX US EQUITY,Space Exploration Technologies Corp,54,13737383,1.15,SPCX US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,7,11957602,1.0,GEV US EQUITY,stock
APP US EQUITY,AppLovin Corp,15,11591681,0.97,APP US EQUITY,stock
LLY US EQUITY,Eli Lilly & Co,6,11433921,0.96,LLY US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,26,11078612,0.93,BE US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,15,10576979,0.89,TSM US EQUITY,stock
QCOM US EQUITY,QUALCOMM Inc,36,10526499,0.88,QCOM US EQUITY,stock
META US EQUITY,Meta Platforms Inc,12,10460309,0.88,META US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,7,9234114,0.77,LITE US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,59,8959544,0.75,RKLB US EQUITY,stock
MSTR US EQUITY,Strategy Inc,57,8185108,0.69,MSTR US EQUITY,stock
CRWV US EQUITY,CoreWeave Inc,53,7843109,0.66,CRWV US EQUITY,stock
ORCL US EQUITY,Oracle Corp,26,5952422,0.5,ORCL US EQUITY,stock
