종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
NVDA US EQUITY,NVIDIA Corp,213,63202448,7.15,NVDA US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,109,54009638,6.11,GOOGL US EQUITY,stock
SNDK US EQUITY,Sandisk Corp/DE,38,50949255,5.76,SNDK US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,27,35490663,4.01,LITE US EQUITY,stock
TSLA US EQUITY,Tesla Inc,58,33430402,3.78,TSLA US EQUITY,stock
CIEN US EQUITY,Ciena Corp,45,33257339,3.76,CIEN US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,124,31884659,3.61,ARM US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,99,31732420,3.59,BE US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,102,31699422,3.58,COIN US EQUITY,stock
INTC US EQUITY,Intel Corp,323,31163185,3.52,INTC US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,65,30011220,3.39,VRT US EQUITY,stock
CRCL US EQUITY,Circle Internet Group Inc,188,29363656,3.32,CRCL US EQUITY,stock
NBIS US EQUITY,Nebius Group NV,122,28514628,3.22,NBIS US EQUITY,stock
META US EQUITY,Meta Platforms Inc,27,26601246,3.01,META US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,41,24061122,2.72,AVGO US EQUITY,stock
NQM6 Index,NASDAQ 100 E-MINI INDEX JUN 2026,0,23568323,2.67,NQM6 INDEX,futures
AMZN US EQUITY,Amazon.com Inc,64,23334347,2.64,AMZN US EQUITY,stock
TSEM US EQUITY,Tower Semiconductor Ltd,69,22746785,2.57,TSEM US EQUITY,stock
MU US EQUITY,Micron Technology Inc,34,22389162,2.53,MU US EQUITY,stock
WDC US EQUITY,Western Digital Corp,33,18129557,2.05,WDC US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,29,17804138,2.01,MSFT US EQUITY,stock
SIMO US EQUITY,Silicon Motion Technology Corp,87,17720242,2.0,SIMO US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,11,15994872,1.81,GEV US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,20,15852457,1.79,STX US EQUITY,stock
HOOD US EQUITY,Robinhood Markets Inc,116,15548331,1.76,HOOD US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,27,14521232,1.64,TSM US EQUITY,stock
,현금,14435753,14435753,1.63,현금,cash
ASML US EQUITY,ASML Holding NV,6,13009441,1.47,ASML US EQUITY,stock
MSTR US EQUITY,Strategy Inc,51,12792558,1.45,MSTR US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,84,11035248,1.25,RKLB US EQUITY,stock
GLW US EQUITY,Corning Inc,38,9228700,1.04,GLW US EQUITY,stock
CRDO US EQUITY,Credo Technology Group Holding Ltd,36,9226702,1.04,CRDO US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,41,8901224,1.01,MRVL US EQUITY,stock
LRCX US EQUITY,Lam Research Corp,23,8888360,1.01,LRCX US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,20,8075281,0.91,AMD US EQUITY,stock
TER US EQUITY,Teradyne Inc,14,7713942,0.87,TER US EQUITY,stock
COHR US EQUITY,Coherent Corp,15,7654776,0.87,COHR US EQUITY,stock
FTAI US EQUITY,FTAI Aviation Ltd,19,7179055,0.81,FTAI US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,27,6481503,0.73,AAOI US EQUITY,stock
AMAT US EQUITY,Applied Materials Inc,10,5750939,0.65,AMAT US EQUITY,stock
AAPL US EQUITY,Apple Inc,14,5613634,0.64,AAPL US EQUITY,stock
LLY US EQUITY,Eli Lilly & Co,4,5403492,0.61,LLY US EQUITY,stock
