종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
NVDA US EQUITY,NVIDIA Corp,204,63262794,6.85,NVDA US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,81,57335991,6.21,MSFT US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,121,46651233,5.05,AMZN US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,66,45729380,4.95,AMD US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,90,45594879,4.94,GOOGL US EQUITY,stock
INTC US EQUITY,Intel Corp,316,44663737,4.84,INTC US EQUITY,stock
SNDK US EQUITY,Sandisk Corp,24,42774603,4.63,SNDK US EQUITY,stock
MU US EQUITY,Micron Technology Inc,27,33702741,3.65,MU US EQUITY,stock
NQU6 INDEX,NASDAQ 100 E-MINI INDEX SEPT 2026,0,33406648,3.62,NQU6 INDEX,futures
AAOI US EQUITY,Applied Optoelectronics Inc,179,31487521,3.41,AAOI US EQUITY,stock
CRDO US EQUITY,Credo Technology Group Holding Ltd,86,28062825,3.04,CRDO US EQUITY,stock
NBIS US EQUITY,Nebius Group NV,97,26082239,2.83,NBIS US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,37,22035797,2.39,AVGO US EQUITY,stock
DELL US EQUITY,Dell Technologies Inc,33,20451953,2.22,DELL US EQUITY,stock
AAPL US EQUITY,Apple Inc,42,18580959,2.01,AAPL US EQUITY,stock
SKHY US EQUITY,SK hynix Inc,88,17886249,1.94,SKHY US EQUITY,stock
,현금,17848942,17848942,1.93,현금,cash
META US EQUITY,Meta Platforms Inc,21,17542505,1.9,META US EQUITY,stock
TSEM US EQUITY,Tower Semiconductor Ltd,55,17500871,1.9,TSEM US EQUITY,stock
HOOD US EQUITY,Robinhood Markets Inc,128,16442167,1.78,HOOD US EQUITY,stock
AMAT US EQUITY,Applied Materials Inc,22,16433217,1.78,AMAT US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,52,15503576,1.68,MRVL US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,72,14825887,1.61,COIN US EQUITY,stock
TER US EQUITY,Teradyne Inc,27,14716153,1.59,TER US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,12,14241321,1.54,LITE US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,11,13286487,1.44,STX US EQUITY,stock
TSLA US EQUITY,Tesla Inc,29,13122106,1.42,TSLA US EQUITY,stock
WDC US EQUITY,Western Digital Corp,19,12148551,1.32,WDC US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,29,11300378,1.22,VRT US EQUITY,stock
CRWV US EQUITY,CoreWeave Inc,90,10875223,1.18,CRWV US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,26,10555156,1.14,ARM US EQUITY,stock
LLY US EQUITY,Eli Lilly & Co,6,10127437,1.1,LLY US EQUITY,stock
WMT US EQUITY,Walmart Inc,63,9998246,1.08,WMT US EQUITY,stock
LRCX US EQUITY,Lam Research Corp,22,9526019,1.03,LRCX US EQUITY,stock
COST US EQUITY,Costco Wholesale Corp,7,9408639,1.02,COST US EQUITY,stock
ALAB US EQUITY,Astera Labs Inc,20,9388743,1.02,ALAB US EQUITY,stock
PLTR US EQUITY,Palantir Technologies Inc,41,9052730,0.98,PLTR US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,6,8499148,0.92,GEV US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,14,8290982,0.9,TSM US EQUITY,stock
SPCX US EQUITY,Space Exploration Technologies Corp,49,7974172,0.86,SPCX US EQUITY,stock
QCOM US EQUITY,QUALCOMM Inc,33,7495233,0.81,QCOM US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,23,7457295,0.81,BE US EQUITY,stock
GLW US EQUITY,Corning Inc,33,7345225,0.8,GLW US EQUITY,stock
MSTR US EQUITY,Strategy Inc,52,7131762,0.77,MSTR US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,54,5786439,0.63,RKLB US EQUITY,stock
SIMO US EQUITY,Silicon Motion Technology Corp,14,5301906,0.57,SIMO US EQUITY,stock
KLAC US EQUITY,KLA Corp,15,4104282,0.44,KLAC US EQUITY,stock
ASML US EQUITY,ASML Holding NV,1,2413558,0.26,ASML US EQUITY,stock
