종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
SNDK US EQUITY,Sandisk Corp/DE,40,86312797,7.88,SNDK US EQUITY,stock
NVDA US EQUITY,NVIDIA Corp,254,85524982,7.81,NVDA US EQUITY,stock
INTC US EQUITY,Intel Corp,427,76583470,6.99,INTC US EQUITY,stock
MU US EQUITY,Micron Technology Inc,45,53919554,4.92,MU US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,139,45845551,4.19,ARM US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,73,43822368,4.0,GOOGL US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,50,33212025,3.03,AMD US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,26,31685390,2.89,STX US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,104,31291915,2.86,COIN US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,20,30725633,2.81,LITE US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,92,30603073,2.79,AAOI US EQUITY,stock
WDC US EQUITY,Western Digital Corp,41,30204215,2.76,WDC US EQUITY,stock
,현금,29901887,29901887,2.73,현금,cash
NBIS US EQUITY,Nebius Group NV,95,29358759,2.68,NBIS US EQUITY,stock
TSLA US EQUITY,Tesla Inc,44,29211493,2.67,TSLA US EQUITY,stock
CRCL US EQUITY,Circle Internet Group Inc,154,29062243,2.65,CRCL US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,145,26840609,2.45,RKLB US EQUITY,stock
GLW US EQUITY,Corning Inc,83,25556232,2.33,GLW US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,56,24193800,2.21,BE US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,58,23360302,2.13,AMZN US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,82,21756522,1.99,MRVL US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,34,21128752,1.93,AVGO US EQUITY,stock
HOOD US EQUITY,Robinhood Markets Inc,184,21055902,1.92,HOOD US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,37,20411238,1.86,VRT US EQUITY,stock
MSTR US EQUITY,Strategy Inc,75,19908204,1.82,MSTR US EQUITY,stock
CIEN US EQUITY,Ciena Corp,23,19817924,1.81,CIEN US EQUITY,stock
NQM6 Index,NASDAQ 100 E-MINI INDEX JUN 2026,0,17581424,1.61,NQM6 INDEX,futures
GEV US EQUITY,GE Vernova Inc,11,17427210,1.59,GEV US EQUITY,stock
CRDO US EQUITY,Credo Technology Group Holding Ltd,57,16093138,1.47,CRDO US EQUITY,stock
DELL US EQUITY,Dell Technologies Inc,44,15998847,1.46,DELL US EQUITY,stock
TSEM US EQUITY,Tower Semiconductor Ltd,39,15745004,1.44,TSEM US EQUITY,stock
SIMO US EQUITY,Silicon Motion Technology Corp,37,14887918,1.36,SIMO US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,20,11922036,1.09,TSM US EQUITY,stock
ASML US EQUITY,ASML Holding NV,4,9432543,0.86,ASML US EQUITY,stock
AAPL US EQUITY,Apple Inc,21,9357918,0.85,AAPL US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,15,9062521,0.83,MSFT US EQUITY,stock
LRCX US EQUITY,Lam Research Corp,19,8369519,0.76,LRCX US EQUITY,stock
COHR US EQUITY,Coherent Corp,13,7825110,0.71,COHR US EQUITY,stock
FTAI US EQUITY,FTAI Aviation Ltd,16,6371699,0.58,FTAI US EQUITY,stock
AMAT US EQUITY,Applied Materials Inc,8,5207884,0.48,AMAT US EQUITY,stock
META US EQUITY,Meta Platforms Inc,5,4596976,0.42,META US EQUITY,stock
VICR US EQUITY,Vicor Corp,9,4150094,0.38,VICR US EQUITY,stock
