종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
NVDA US EQUITY,NVIDIA Corp,228,65385617,7.41,NVDA US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,148,51716197,5.86,BE US EQUITY,stock
DELL US EQUITY,Dell Technologies Inc,64,46483214,5.27,DELL US EQUITY,stock
SNDK US EQUITY,Sandisk Corp,20,42195504,4.78,SNDK US EQUITY,stock
SKHY US EQUITY,SK hynix Inc,143,34141453,3.87,SKHY US EQUITY,stock
NQU6 INDEX,NASDAQ 100 E-MINI INDEX SEPT 2026,0,31703654,3.59,NQU6 INDEX,futures
AMZN US EQUITY,Amazon.com Inc,91,31364267,3.55,AMZN US EQUITY,stock
TSLA US EQUITY,Tesla Inc,64,31230964,3.54,TSLA US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,45,30917445,3.5,MSFT US EQUITY,stock
HOOD US EQUITY,Robinhood Markets Inc,192,29840678,3.38,HOOD US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,108,28107770,3.18,COIN US EQUITY,stock
INTC US EQUITY,Intel Corp,209,27613097,3.13,INTC US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,22,24973075,2.83,LITE US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,50,23748038,2.69,GOOGL US EQUITY,stock
NBIS US EQUITY,Nebius Group NV,77,22210733,2.52,NBIS US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,74,22012329,2.49,MRVL US EQUITY,stock
SNOW US EQUITY,Snowflake Inc,48,21686236,2.46,SNOW US EQUITY,stock
MSTR US EQUITY,Strategy Inc,108,20104873,2.28,MSTR US EQUITY,stock
MU US EQUITY,Micron Technology Inc,16,20098022,2.28,MU US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,28,18780763,2.13,AMD US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,140,18224660,2.06,AAOI US EQUITY,stock
PLTR US EQUITY,Palantir Technologies Inc,74,17434223,1.98,PLTR US EQUITY,stock
TER US EQUITY,Teradyne Inc,35,15663006,1.77,TER US EQUITY,stock
SPCX US EQUITY,Space Exploration Technologies Corp,71,14299052,1.62,SPCX US EQUITY,stock
AAPL US EQUITY,Apple Inc,30,13583668,1.54,AAPL US EQUITY,stock
META US EQUITY,Meta Platforms Inc,15,13572249,1.54,META US EQUITY,stock
CRWV US EQUITY,CoreWeave Inc,117,13197952,1.5,CRWV US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,28,13121146,1.49,AVGO US EQUITY,stock
,현금,13114901,13114901,1.49,현금,cash
VRT US EQUITY,Vertiv Holdings Co,40,12908318,1.46,VRT US EQUITY,stock
QCOM US EQUITY,QUALCOMM Inc,51,12489691,1.42,QCOM US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,11,12045711,1.36,STX US EQUITY,stock
TSEM US EQUITY,Tower Semiconductor Ltd,45,11691383,1.32,TSEM US EQUITY,stock
WDC US EQUITY,Western Digital Corp,19,11027262,1.25,WDC US EQUITY,stock
ALAB US EQUITY,Astera Labs Inc,31,10832025,1.23,ALAB US EQUITY,stock
CRDO US EQUITY,Credo Technology Group Holding Ltd,45,9181455,1.04,CRDO US EQUITY,stock
GLW US EQUITY,Corning Inc,45,8784442,1.0,GLW US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,25,8122754,0.92,ARM US EQUITY,stock
LLY US EQUITY,Eli Lilly & Co,5,7736889,0.88,LLY US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,13,7387156,0.84,TSM US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,6,7134892,0.81,GEV US EQUITY,stock
PANW US EQUITY,Palo Alto Networks Inc,7,3558338,0.4,PANW US EQUITY,stock
NOW US EQUITY,ServiceNow Inc,18,3483190,0.4,NOW US EQUITY,stock
