종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
NVDA US EQUITY,NVIDIA Corp,280,94239086,8.91,NVDA US EQUITY,stock
INTC US EQUITY,Intel Corp,362,64857967,6.13,INTC US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,108,63259633,5.98,GOOGL US EQUITY,stock
SNDK US EQUITY,Sandisk Corp/DE,24,50336030,4.76,SNDK US EQUITY,stock
MU US EQUITY,Micron Technology Inc,45,49610256,4.69,MU US EQUITY,stock
AAPL US EQUITY,Apple Inc,91,41424903,3.92,AAPL US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,107,41372732,3.91,ARM US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,64,40586141,3.84,MSFT US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,50,33705011,3.19,AMD US EQUITY,stock
,현금,31869119,31869119,3.01,현금,cash
COIN US EQUITY,Coinbase Global Inc,104,29962594,2.83,COIN US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,144,29122431,2.75,RKLB US EQUITY,stock
TSLA US EQUITY,Tesla Inc,43,27022717,2.56,TSLA US EQUITY,stock
CRCL US EQUITY,Circle Internet Group Inc,154,25889075,2.45,CRCL US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,56,23810477,2.25,BE US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,21,23754917,2.25,STX US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,82,23069837,2.18,MRVL US EQUITY,stock
WDC US EQUITY,Western Digital Corp,33,22843711,2.16,WDC US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,57,22750498,2.15,AMZN US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,91,22649725,2.14,AAOI US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,34,21392403,2.02,AVGO US EQUITY,stock
HOOD US EQUITY,Robinhood Markets Inc,183,20880690,1.97,HOOD US EQUITY,stock
CIEN US EQUITY,Ciena Corp,23,19217052,1.82,CIEN US EQUITY,stock
MSTR US EQUITY,Strategy Inc,74,18479756,1.75,MSTR US EQUITY,stock
GLW US EQUITY,Corning Inc,66,17961055,1.7,GLW US EQUITY,stock
NQM6 Index,NASDAQ 100 E-MINI INDEX JUN 2026,0,17706012,1.67,NQM6 INDEX,futures
VRT US EQUITY,Vertiv Holdings Co,36,17115501,1.62,VRT US EQUITY,stock
NBIS US EQUITY,Nebius Group NV,59,17045106,1.61,NBIS US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,11,16973325,1.61,GEV US EQUITY,stock
DELL US EQUITY,Dell Technologies Inc,44,16098582,1.52,DELL US EQUITY,stock
CRDO US EQUITY,Credo Technology Group Holding Ltd,57,15708412,1.49,CRDO US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,12,15688802,1.48,LITE US EQUITY,stock
TSEM US EQUITY,Tower Semiconductor Ltd,39,15534999,1.47,TSEM US EQUITY,stock
SIMO US EQUITY,Silicon Motion Technology Corp,37,14378345,1.36,SIMO US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,19,11492717,1.09,TSM US EQUITY,stock
ASML US EQUITY,ASML Holding NV,4,9338603,0.88,ASML US EQUITY,stock
LRCX US EQUITY,Lam Research Corp,19,8358418,0.79,LRCX US EQUITY,stock
COHR US EQUITY,Coherent Corp,13,7019179,0.66,COHR US EQUITY,stock
FTAI US EQUITY,FTAI Aviation Ltd,15,5418345,0.51,FTAI US EQUITY,stock
AMAT US EQUITY,Applied Materials Inc,8,5143030,0.49,AMAT US EQUITY,stock
META US EQUITY,Meta Platforms Inc,5,4556404,0.43,META US EQUITY,stock
