종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
SNDK US EQUITY,Sandisk Corp/DE,42,72926431,7.57,SNDK US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,47,65309207,6.78,LITE US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,143,60771089,6.31,BE US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,190,58693679,6.09,ARM US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,101,56982920,5.91,GOOGL US EQUITY,stock
INTC US EQUITY,Intel Corp,386,56249516,5.84,INTC US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,103,40418304,4.19,AMZN US EQUITY,stock
NVDA US EQUITY,NVIDIA Corp,125,36286582,3.77,NVDA US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,118,31675734,3.29,AAOI US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,29,30837242,3.2,STX US EQUITY,stock
WDC US EQUITY,Western Digital Corp,46,29036462,3.01,WDC US EQUITY,stock
NQM6 Index,NASDAQ 100 E-MINI INDEX JUN 2026,0,24430881,2.54,NQM6 INDEX,futures
AVGO US EQUITY,Broadcom Inc,38,23417438,2.43,AVGO US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,39,22686755,2.35,TSM US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,92,22198575,2.3,MRVL US EQUITY,stock
,현금,22141431,22141431,2.3,현금,cash
TSEM US EQUITY,Tower Semiconductor Ltd,66,21047731,2.18,TSEM US EQUITY,stock
CIEN US EQUITY,Ciena Corp,26,20358577,2.11,CIEN US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,41,19690326,2.04,VRT US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,12,18658599,1.94,GEV US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,65,18184432,1.89,COIN US EQUITY,stock
CRDO US EQUITY,Credo Technology Group Holding Ltd,64,17261508,1.79,CRDO US EQUITY,stock
CRCL US EQUITY,Circle Internet Group Inc,114,16625892,1.73,CRCL US EQUITY,stock
TSLA US EQUITY,Tesla Inc,28,16007361,1.66,TSLA US EQUITY,stock
MU US EQUITY,Micron Technology Inc,20,15862895,1.65,MU US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,25,15156070,1.57,MSFT US EQUITY,stock
SIMO US EQUITY,Silicon Motion Technology Corp,42,14408345,1.5,SIMO US EQUITY,stock
MSTR US EQUITY,Strategy Inc,47,12180720,1.26,MSTR US EQUITY,stock
NBIS US EQUITY,Nebius Group NV,47,10621434,1.1,NBIS US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,19,10020560,1.04,AMD US EQUITY,stock
AAPL US EQUITY,Apple Inc,23,9425142,0.98,AAPL US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,78,8992094,0.93,RKLB US EQUITY,stock
ASML US EQUITY,ASML Holding NV,4,8349779,0.87,ASML US EQUITY,stock
LRCX US EQUITY,Lam Research Corp,22,8261660,0.86,LRCX US EQUITY,stock
GLW US EQUITY,Corning Inc,35,8102595,0.84,GLW US EQUITY,stock
HOOD US EQUITY,Robinhood Markets Inc,72,7757989,0.81,HOOD US EQUITY,stock
COHR US EQUITY,Coherent Corp,14,6747896,0.7,COHR US EQUITY,stock
FTAI US EQUITY,FTAI Aviation Ltd,17,5966980,0.62,FTAI US EQUITY,stock
LLY US EQUITY,Eli Lilly & Co,4,5636636,0.59,LLY US EQUITY,stock
META US EQUITY,Meta Platforms Inc,6,5342833,0.55,META US EQUITY,stock
AMAT US EQUITY,Applied Materials Inc,9,5122316,0.53,AMAT US EQUITY,stock
VICR US EQUITY,Vicor Corp,10,3925570,0.41,VICR US EQUITY,stock
