종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
NVDA US EQUITY,NVIDIA Corp,227,68874755,7.4,NVDA US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,148,57479545,6.18,BE US EQUITY,stock
DELL US EQUITY,Dell Technologies Inc,69,56161426,6.03,DELL US EQUITY,stock
SNDK US EQUITY,Sandisk Corp,20,44663713,4.8,SNDK US EQUITY,stock
INTC US EQUITY,Intel Corp,241,36271232,3.9,INTC US EQUITY,stock
SKHY US EQUITY,SK hynix Inc,143,36197599,3.89,SKHY US EQUITY,stock
SPCX US EQUITY,Space Exploration Technologies Corp,157,33621341,3.61,SPCX US EQUITY,stock
MU US EQUITY,Micron Technology Inc,23,31100042,3.34,MU US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,41,30914942,3.32,AMD US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,22,27194875,2.92,LITE US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,38,26164427,2.81,MSFT US EQUITY,stock
NQZ6 INDEX,NASDAQ 100 E-MINI INDEX DEC 2026,0,24686095,2.65,NQZ6 INDEX,futures
HOOD US EQUITY,Robinhood Markets Inc,162,24607828,2.64,HOOD US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,73,24312161,2.61,MRVL US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,50,24023079,2.58,GOOGL US EQUITY,stock
,현금,23797574,23797574,2.56,현금,cash
TSLA US EQUITY,Tesla Inc,46,23301965,2.5,TSLA US EQUITY,stock
NBIS US EQUITY,Nebius Group NV,77,23219008,2.49,NBIS US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,89,21418090,2.3,COIN US EQUITY,stock
PLTR US EQUITY,Palantir Technologies Inc,74,18040666,1.94,PLTR US EQUITY,stock
SNOW US EQUITY,Snowflake Inc,38,17787605,1.91,SNOW US EQUITY,stock
QCOM US EQUITY,QUALCOMM Inc,68,17750892,1.91,QCOM US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,51,17721027,1.9,AMZN US EQUITY,stock
CRWV US EQUITY,CoreWeave Inc,156,17237688,1.85,CRWV US EQUITY,stock
TER US EQUITY,Teradyne Inc,35,17096965,1.84,TER US EQUITY,stock
MSTR US EQUITY,Strategy Inc,83,15184138,1.63,MSTR US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,106,14378518,1.55,AAOI US EQUITY,stock
META US EQUITY,Meta Platforms Inc,15,14157591,1.52,META US EQUITY,stock
AAPL US EQUITY,Apple Inc,30,13985163,1.5,AAPL US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,28,13451762,1.45,AVGO US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,40,13362124,1.44,VRT US EQUITY,stock
ALAB US EQUITY,Astera Labs Inc,31,12588527,1.35,ALAB US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,11,12220667,1.31,STX US EQUITY,stock
WDC US EQUITY,Western Digital Corp,19,11140448,1.2,WDC US EQUITY,stock
TSEM US EQUITY,Tower Semiconductor Ltd,36,10917888,1.17,TSEM US EQUITY,stock
CRDO US EQUITY,Credo Technology Group Holding Ltd,45,10473310,1.13,CRDO US EQUITY,stock
PANW US EQUITY,Palo Alto Networks Inc,18,9338768,1.0,PANW US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,25,9160904,0.98,ARM US EQUITY,stock
LLY US EQUITY,Eli Lilly & Co,5,7970851,0.86,LLY US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,13,7737322,0.83,TSM US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,6,7676734,0.83,GEV US EQUITY,stock
NOW US EQUITY,ServiceNow Inc,18,3447819,0.37,NOW US EQUITY,stock
