종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
NVDA US EQUITY,NVIDIA Corp,214,67513692,6.12,NVDA US EQUITY,stock
MU US EQUITY,Micron Technology Inc,47,67464095,6.11,MU US EQUITY,stock
INTC US EQUITY,Intel Corp,354,59025700,5.35,INTC US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,106,55520289,5.03,ARM US EQUITY,stock
SNDK US EQUITY,Sandisk Corp,21,52140232,4.72,SNDK US EQUITY,stock
AAPL US EQUITY,Apple Inc,104,47419697,4.3,AAPL US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,106,46297629,4.19,MRVL US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,81,44498245,4.03,GOOGL US EQUITY,stock
DELL US EQUITY,Dell Technologies Inc,72,43632310,3.95,DELL US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,62,38600707,3.5,MSFT US EQUITY,stock
,현금,38270772,38270772,3.47,현금,cash
AMD US EQUITY,Advanced Micro Devices Inc,51,37812827,3.43,AMD US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,98,29139255,2.64,AAOI US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,46,27586147,2.5,AVGO US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,19,25189514,2.28,STX US EQUITY,stock
WDC US EQUITY,Western Digital Corp,29,23106354,2.09,WDC US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,62,22989424,2.08,AMZN US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,92,22551640,2.04,COIN US EQUITY,stock
TSLA US EQUITY,Tesla Inc,35,21643065,1.96,TSLA US EQUITY,stock
LRCX US EQUITY,Lam Research Corp,39,19133432,1.73,LRCX US EQUITY,stock
META US EQUITY,Meta Platforms Inc,21,18588532,1.68,META US EQUITY,stock
HOOD US EQUITY,Robinhood Markets Inc,140,18002457,1.63,HOOD US EQUITY,stock
NQM6 Index,NASDAQ 100 E-MINI INDEX JUN 2026,0,17815410,1.61,NQM6 INDEX,futures
NBIS US EQUITY,Nebius Group NV,52,17141165,1.55,NBIS US EQUITY,stock
CRCL US EQUITY,Circle Internet Group Inc,137,17096724,1.55,CRCL US EQUITY,stock
CRDO US EQUITY,Credo Technology Group Holding Ltd,50,16804723,1.52,CRDO US EQUITY,stock
GLW US EQUITY,Corning Inc,59,16731174,1.52,GLW US EQUITY,stock
AMAT US EQUITY,Applied Materials Inc,22,16372625,1.48,AMAT US EQUITY,stock
ORCL US EQUITY,Oracle Corp,51,16334944,1.48,ORCL US EQUITY,stock
APP US EQUITY,AppLovin Corp,17,14490046,1.31,APP US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,10,14120745,1.28,GEV US EQUITY,stock
QCOM US EQUITY,QUALCOMM Inc,41,13500890,1.22,QCOM US EQUITY,stock
SIMO US EQUITY,Silicon Motion Technology Corp,33,13133994,1.19,SIMO US EQUITY,stock
MSTR US EQUITY,Strategy Inc,66,12694381,1.15,MSTR US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,9,12185409,1.1,LITE US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,68,11685811,1.06,RKLB US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,25,11362297,1.03,VRT US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,29,11119272,1.01,BE US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,17,10971192,0.99,TSM US EQUITY,stock
TSEM US EQUITY,Tower Semiconductor Ltd,27,9881694,0.9,TSEM US EQUITY,stock
CIEN US EQUITY,Ciena Corp,14,9879123,0.9,CIEN US EQUITY,stock
ASML US EQUITY,ASML Holding NV,3,7934170,0.72,ASML US EQUITY,stock
COHR US EQUITY,Coherent Corp,11,6685341,0.61,COHR US EQUITY,stock
