종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
SNDK US EQUITY,Sandisk Corp/DE,55,57491636,7.55,SNDK US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,41,49185319,6.46,LITE US EQUITY,stock
CIEN US EQUITY,Ciena Corp,74,48740272,6.4,CIEN US EQUITY,stock
NVDA US EQUITY,NVIDIA Corp,141,36929854,4.85,NVDA US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,124,31944843,4.19,COIN US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,65,29198615,3.83,GOOGL US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,128,27079746,3.56,ARM US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,121,24184178,3.18,BE US EQUITY,stock
WDC US EQUITY,Western Digital Corp,52,23855955,3.13,WDC US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,33,22746887,2.99,STX US EQUITY,stock
NQM6 Index,NASDAQ 100 E-MINI INDEX JUN 2026,0,21503995,2.82,NQM6 INDEX,futures
ASML US EQUITY,ASML Holding NV,11,21133919,2.78,ASML US EQUITY,stock
TSEM US EQUITY,Tower Semiconductor Ltd,75,21050903,2.76,TSEM US EQUITY,stock
MU US EQUITY,Micron Technology Inc,37,20544958,2.7,MU US EQUITY,stock
,현금,20491198,20491198,2.69,현금,cash
CRCL US EQUITY,Circle Internet Group Inc,148,20485105,2.69,CRCL US EQUITY,stock
SIMO US EQUITY,Silicon Motion Technology Corp,118,20304838,2.67,SIMO US EQUITY,stock
LRCX US EQUITY,Lam Research Corp,59,19465817,2.56,LRCX US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,45,17358227,2.28,VRT US EQUITY,stock
INTC US EQUITY,Intel Corp,222,17273697,2.27,INTC US EQUITY,stock
GLW US EQUITY,Corning Inc,76,16599426,2.18,GLW US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,12,16072187,2.11,GEV US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,27,13711344,1.8,TSM US EQUITY,stock
META US EQUITY,Meta Platforms Inc,16,13530696,1.78,META US EQUITY,stock
ASTS US EQUITY,AST SpaceMobile Inc,95,12932676,1.7,ASTS US EQUITY,stock
FTAI US EQUITY,FTAI Aviation Ltd,32,11342208,1.49,FTAI US EQUITY,stock
COHR US EQUITY,Coherent Corp,26,9753901,1.28,COHR US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,17,9307324,1.22,MSFT US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,91,8875247,1.17,RKLB US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,50,8650069,1.14,AAOI US EQUITY,stock
TSLA US EQUITY,Tesla Inc,16,8156535,1.07,TSLA US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,22,7167204,0.94,AMD US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,14,6875907,0.9,AVGO US EQUITY,stock
CRWD US EQUITY,Crowdstrike Holdings Inc,11,6846422,0.9,CRWD US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,21,6601773,0.87,AMZN US EQUITY,stock
MSTR US EQUITY,Strategy Inc,36,6549934,0.86,MSTR US EQUITY,stock
UUUU US EQUITY,Energy Fuels Inc/Canada,253,6488757,0.85,UUUU US EQUITY,stock
FANG US EQUITY,Diamondback Energy Inc,22,6325050,0.83,FANG US EQUITY,stock
IPGP US EQUITY,IPG Photonics Corp,38,6320903,0.83,IPGP US EQUITY,stock
BKR US EQUITY,Baker Hughes Co,69,6215123,0.82,BKR US EQUITY,stock
AMAT US EQUITY,Applied Materials Inc,11,5731531,0.75,AMAT US EQUITY,stock
TMUS US EQUITY,T-Mobile US Inc,19,5603368,0.74,TMUS US EQUITY,stock
AAPL US EQUITY,Apple Inc,15,5591956,0.73,AAPL US EQUITY,stock
LLY US EQUITY,Eli Lilly & Co,4,5477043,0.72,LLY US EQUITY,stock
