종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
NVDA US EQUITY,NVIDIA Corp,271,87782569,8.04,NVDA US EQUITY,stock
INTC US EQUITY,Intel Corp,350,63096359,5.78,INTC US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,104,59914584,5.49,GOOGL US EQUITY,stock
MU US EQUITY,Micron Technology Inc,43,48578359,4.45,MU US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,103,47491548,4.35,ARM US EQUITY,stock
AAPL US EQUITY,Apple Inc,87,40416539,3.7,AAPL US EQUITY,stock
SNDK US EQUITY,Sandisk Corp/DE,18,40039080,3.67,SNDK US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,62,39038600,3.58,MSFT US EQUITY,stock
,현금,34336417,34336417,3.15,현금,cash
AMD US EQUITY,Advanced Micro Devices Inc,48,33757214,3.09,AMD US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,50,31149540,2.85,AVGO US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,139,28387103,2.6,RKLB US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,100,27828045,2.55,COIN US EQUITY,stock
TSLA US EQUITY,Tesla Inc,42,26915567,2.47,TSLA US EQUITY,stock
NQM6 Index,NASDAQ 100 E-MINI INDEX JUN 2026,0,26679136,2.44,NQM6 INDEX,futures
CRCL US EQUITY,Circle Internet Group Inc,149,25354795,2.32,CRCL US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,54,24571928,2.25,BE US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,20,24451794,2.24,STX US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,88,24025355,2.2,AAOI US EQUITY,stock
DELL US EQUITY,Dell Technologies Inc,54,23978933,2.2,DELL US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,79,23331798,2.14,MRVL US EQUITY,stock
WDC US EQUITY,Western Digital Corp,32,23312076,2.14,WDC US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,55,22034384,2.02,AMZN US EQUITY,stock
HOOD US EQUITY,Robinhood Markets Inc,176,19496690,1.79,HOOD US EQUITY,stock
CIEN US EQUITY,Ciena Corp,22,19318641,1.77,CIEN US EQUITY,stock
LRCX US EQUITY,Lam Research Corp,42,19292196,1.77,LRCX US EQUITY,stock
GLW US EQUITY,Corning Inc,64,18682202,1.71,GLW US EQUITY,stock
NBIS US EQUITY,Nebius Group NV,57,18415475,1.69,NBIS US EQUITY,stock
CRDO US EQUITY,Credo Technology Group Holding Ltd,55,18070478,1.66,CRDO US EQUITY,stock
MSTR US EQUITY,Strategy Inc,72,17317621,1.59,MSTR US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,35,17240932,1.58,VRT US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,12,17093060,1.57,LITE US EQUITY,stock
TSEM US EQUITY,Tower Semiconductor Ltd,37,15775458,1.45,TSEM US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,10,15625765,1.43,GEV US EQUITY,stock
AMAT US EQUITY,Applied Materials Inc,24,15602358,1.43,AMAT US EQUITY,stock
SIMO US EQUITY,Silicon Motion Technology Corp,36,14954306,1.37,SIMO US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,19,11561869,1.06,TSM US EQUITY,stock
ASML US EQUITY,ASML Holding NV,4,9825485,0.9,ASML US EQUITY,stock
COHR US EQUITY,Coherent Corp,12,6815742,0.62,COHR US EQUITY,stock
FTAI US EQUITY,FTAI Aviation Ltd,15,5689187,0.52,FTAI US EQUITY,stock
META US EQUITY,Meta Platforms Inc,5,4590070,0.42,META US EQUITY,stock
