종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
NVDA US EQUITY,NVIDIA Corp,258,87776632,7.5,NVDA US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,109,67577835,5.77,ARM US EQUITY,stock
MU US EQUITY,Micron Technology Inc,41,64379520,5.5,MU US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,99,56502019,4.83,GOOGL US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,76,53073272,4.54,MSFT US EQUITY,stock
DELL US EQUITY,Dell Technologies Inc,75,52993630,4.53,DELL US EQUITY,stock
INTC US EQUITY,Intel Corp,298,49404827,4.22,INTC US EQUITY,stock
SNDK US EQUITY,Sandisk Corp/DE,17,45407551,3.88,SNDK US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,53,40998739,3.5,AMD US EQUITY,stock
AAPL US EQUITY,Apple Inc,83,38552544,3.29,AAPL US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,110,36601801,3.13,MRVL US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,48,33479928,2.86,AVGO US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,79,31297798,2.67,AMZN US EQUITY,stock
,현금,30166856,30166856,2.58,현금,cash
HOOD US EQUITY,Robinhood Markets Inc,207,28479675,2.43,HOOD US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,19,26542974,2.27,STX US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,95,26306431,2.25,COIN US EQUITY,stock
WDC US EQUITY,Western Digital Corp,31,25675988,2.19,WDC US EQUITY,stock
TSLA US EQUITY,Tesla Inc,36,22703055,1.94,TSLA US EQUITY,stock
CRCL US EQUITY,Circle Internet Group Inc,142,22603064,1.93,CRCL US EQUITY,stock
NBIS US EQUITY,Nebius Group NV,54,21659560,1.85,NBIS US EQUITY,stock
META US EQUITY,Meta Platforms Inc,22,20032159,1.71,META US EQUITY,stock
LRCX US EQUITY,Lam Research Corp,40,19235230,1.64,LRCX US EQUITY,stock
NQM6 Index,NASDAQ 100 E-MINI INDEX JUN 2026,0,18540264,1.58,NQM6 INDEX,futures
CRDO US EQUITY,Credo Technology Group Holding Ltd,52,17828618,1.52,CRDO US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,63,17737649,1.52,AAOI US EQUITY,stock
APP US EQUITY,AppLovin Corp,18,16751064,1.43,APP US EQUITY,stock
GLW US EQUITY,Corning Inc,61,16344820,1.4,GLW US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,33,16182823,1.38,VRT US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,39,16175271,1.38,BE US EQUITY,stock
AMAT US EQUITY,Applied Materials Inc,23,15979686,1.37,AMAT US EQUITY,stock
MSTR US EQUITY,Strategy Inc,68,15444594,1.32,MSTR US EQUITY,stock
QCOM US EQUITY,QUALCOMM Inc,43,14931338,1.28,QCOM US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,10,14413988,1.23,GEV US EQUITY,stock
SIMO US EQUITY,Silicon Motion Technology Corp,34,13820014,1.18,SIMO US EQUITY,stock
CIEN US EQUITY,Ciena Corp,15,12956349,1.11,CIEN US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,69,12805861,1.09,RKLB US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,9,12351078,1.06,LITE US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,18,11890607,1.02,TSM US EQUITY,stock
TSEM US EQUITY,Tower Semiconductor Ltd,28,10722221,0.92,TSEM US EQUITY,stock
ASML US EQUITY,ASML Holding NV,3,7408690,0.63,ASML US EQUITY,stock
COHR US EQUITY,Coherent Corp,12,6603618,0.56,COHR US EQUITY,stock
