종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
SNDK US EQUITY,Sandisk Corp/DE,54,76185522,8.92,SNDK US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,42,54196456,6.34,LITE US EQUITY,stock
CIEN US EQUITY,Ciena Corp,73,51890435,6.07,CIEN US EQUITY,stock
NVDA US EQUITY,NVIDIA Corp,138,38696024,4.53,NVDA US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,119,31140348,3.65,BE US EQUITY,stock
ASML US EQUITY,ASML Holding NV,14,31109347,3.64,ASML US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,64,30459159,3.57,GOOGL US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,125,29175937,3.42,ARM US EQUITY,stock
WDC US EQUITY,Western Digital Corp,51,26451506,3.1,WDC US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,33,25088921,2.94,STX US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,45,24633318,2.88,TSM US EQUITY,stock
INTC US EQUITY,Intel Corp,254,24522332,2.87,INTC US EQUITY,stock
MU US EQUITY,Micron Technology Inc,37,23377364,2.74,MU US EQUITY,stock
TSEM US EQUITY,Tower Semiconductor Ltd,74,22959755,2.69,TSEM US EQUITY,stock
,현금,22806380,22806380,2.67,현금,cash
NQM6 Index,NASDAQ 100 E-MINI INDEX JUN 2026,0,22701019,2.66,NQM6 INDEX,futures
NBIS US EQUITY,Nebius Group NV,95,21748755,2.55,NBIS US EQUITY,stock
CRCL US EQUITY,Circle Internet Group Inc,145,21193898,2.48,CRCL US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,45,19993533,2.34,VRT US EQUITY,stock
GLW US EQUITY,Corning Inc,74,19200173,2.25,GLW US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,34,19124513,2.24,AVGO US EQUITY,stock
LRCX US EQUITY,Lam Research Corp,47,18609856,2.18,LRCX US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,69,17837454,2.09,COIN US EQUITY,stock
SIMO US EQUITY,Silicon Motion Technology Corp,93,17356701,2.03,SIMO US EQUITY,stock
META US EQUITY,Meta Platforms Inc,15,14097987,1.65,META US EQUITY,stock
ASTS US EQUITY,AST SpaceMobile Inc,94,13779870,1.61,ASTS US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,9,13212422,1.55,GEV US EQUITY,stock
FTAI US EQUITY,FTAI Aviation Ltd,31,12007347,1.41,FTAI US EQUITY,stock
COHR US EQUITY,Coherent Corp,26,11858753,1.39,COHR US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,49,11118346,1.3,AAOI US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,90,9414210,1.1,RKLB US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,16,9109261,1.07,MSFT US EQUITY,stock
TSLA US EQUITY,Tesla Inc,16,8352072,0.98,TSLA US EQUITY,stock
TER US EQUITY,Teradyne Inc,15,8223548,0.96,TER US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,22,8043301,0.94,AMD US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,21,7461826,0.87,AMZN US EQUITY,stock
UUUU US EQUITY,Energy Fuels Inc/Canada,248,7111655,0.83,UUUU US EQUITY,stock
MSTR US EQUITY,Strategy Inc,35,6861807,0.8,MSTR US EQUITY,stock
AMAT US EQUITY,Applied Materials Inc,10,5861552,0.69,AMAT US EQUITY,stock
AAPL US EQUITY,Apple Inc,15,5758905,0.67,AAPL US EQUITY,stock
LLY US EQUITY,Eli Lilly & Co,4,5507397,0.65,LLY US EQUITY,stock
AEHR US EQUITY,Aehr Test Systems,42,4457997,0.52,AEHR US EQUITY,stock
FORM US EQUITY,FormFactor Inc,9,1709275,0.2,FORM US EQUITY,stock
