종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
SNDK US EQUITY,Sandisk Corp,25,73835936,6.38,SNDK US EQUITY,stock
INTC US EQUITY,Intel Corp,319,64787769,5.6,INTC US EQUITY,stock
MU US EQUITY,Micron Technology Inc,37,59848845,5.17,MU US EQUITY,stock
DELL US EQUITY,Dell Technologies Inc,84,56248446,4.86,DELL US EQUITY,stock
NVDA US EQUITY,NVIDIA Corp,180,55259514,4.77,NVDA US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,53,42495553,3.67,AMD US EQUITY,stock
LRCX US EQUITY,Lam Research Corp,73,42208889,3.65,LRCX US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,96,40979048,3.54,MRVL US EQUITY,stock
CRDO US EQUITY,Credo Technology Group Holding Ltd,98,40667145,3.51,CRDO US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,24,36774882,3.18,STX US EQUITY,stock
WDC US EQUITY,Western Digital Corp,37,36749752,3.18,WDC US EQUITY,stock
NQU6 INDEX,NASDAQ 100 E-MINI INDEX SEPT 2026,0,36425306,3.15,NQU6 INDEX,futures
ARM US EQUITY,ARM Holdings PLC,58,32129257,2.78,ARM US EQUITY,stock
AMAT US EQUITY,Applied Materials Inc,33,29983932,2.59,AMAT US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,55,29297338,2.53,GOOGL US EQUITY,stock
,현금,28083384,28083384,2.43,현금,cash
AAPL US EQUITY,Apple Inc,60,27128070,2.34,AAPL US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,113,25620559,2.21,AAOI US EQUITY,stock
NBIS US EQUITY,Nebius Group NV,62,24835803,2.15,NBIS US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,41,24166194,2.09,AVGO US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,39,21988010,1.9,MSFT US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,56,20238866,1.75,AMZN US EQUITY,stock
TSLA US EQUITY,Tesla Inc,34,19697224,1.7,TSLA US EQUITY,stock
HOOD US EQUITY,Robinhood Markets Inc,128,19191681,1.66,HOOD US EQUITY,stock
GLW US EQUITY,Corning Inc,60,19052036,1.65,GLW US EQUITY,stock
ASML US EQUITY,ASML Holding NV,7,19035976,1.64,ASML US EQUITY,stock
KLAC US EQUITY,KLA Corp,50,18549424,1.6,KLAC US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,33,16109166,1.39,VRT US EQUITY,stock
SIMO US EQUITY,Silicon Motion Technology Corp,30,14886746,1.29,SIMO US EQUITY,stock
TER US EQUITY,Teradyne Inc,22,14498911,1.25,TER US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,62,14357631,1.24,COIN US EQUITY,stock
ALAB US EQUITY,Astera Labs Inc,23,14190001,1.23,ALAB US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,27,13586759,1.17,BE US EQUITY,stock
CRCL US EQUITY,Circle Internet Group Inc,124,13578104,1.17,CRCL US EQUITY,stock
SPCX US EQUITY,Space Exploration Technologies Corp,56,13350896,1.15,SPCX US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,7,11421456,0.99,GEV US EQUITY,stock
QCOM US EQUITY,QUALCOMM Inc,37,11268143,0.97,QCOM US EQUITY,stock
META US EQUITY,Meta Platforms Inc,13,11184127,0.97,META US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,16,10881095,0.94,TSM US EQUITY,stock
APP US EQUITY,AppLovin Corp,15,10759406,0.93,APP US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,8,10398168,0.9,LITE US EQUITY,stock
MSTR US EQUITY,Strategy Inc,60,8712861,0.75,MSTR US EQUITY,stock
CRWV US EQUITY,CoreWeave Inc,55,8559516,0.74,CRWV US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,61,8037482,0.69,RKLB US EQUITY,stock
ORCL US EQUITY,Oracle Corp,27,6561581,0.57,ORCL US EQUITY,stock
