종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
NVDA US EQUITY,NVIDIA Corp,311,105132802,9.92,NVDA US EQUITY,stock
SNDK US EQUITY,Sandisk Corp/DE,34,71802467,6.78,SNDK US EQUITY,stock
INTC US EQUITY,Intel Corp,362,59073922,5.58,INTC US EQUITY,stock
MU US EQUITY,Micron Technology Inc,45,48924332,4.62,MU US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,73,43456099,4.1,GOOGL US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,107,33576894,3.17,ARM US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,50,31813861,3.0,AMD US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,26,31029534,2.93,STX US EQUITY,stock
NBIS US EQUITY,Nebius Group NV,93,30687766,2.9,NBIS US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,104,30493177,2.88,COIN US EQUITY,stock
WDC US EQUITY,Western Digital Corp,41,29650158,2.8,WDC US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,20,29126824,2.75,LITE US EQUITY,stock
,현금,28313193,28313193,2.67,현금,cash
TSLA US EQUITY,Tesla Inc,43,27239926,2.57,TSLA US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,144,26955710,2.54,RKLB US EQUITY,stock
CRCL US EQUITY,Circle Internet Group Inc,154,26339266,2.49,CRCL US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,91,25989336,2.45,AAOI US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,56,23184435,2.19,BE US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,57,22588486,2.13,AMZN US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,82,21761821,2.05,MRVL US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,34,21689026,2.05,AVGO US EQUITY,stock
HOOD US EQUITY,Robinhood Markets Inc,183,21179164,2.0,HOOD US EQUITY,stock
AAPL US EQUITY,Apple Inc,45,20269578,1.91,AAPL US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,32,20256210,1.91,MSFT US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,36,20034766,1.89,VRT US EQUITY,stock
MSTR US EQUITY,Strategy Inc,74,19697558,1.86,MSTR US EQUITY,stock
CIEN US EQUITY,Ciena Corp,23,19132695,1.81,CIEN US EQUITY,stock
GLW US EQUITY,Corning Inc,66,18992987,1.79,GLW US EQUITY,stock
NQM6 Index,NASDAQ 100 E-MINI INDEX JUN 2026,0,17542557,1.66,NQM6 INDEX,futures
GEV US EQUITY,GE Vernova Inc,11,17315757,1.63,GEV US EQUITY,stock
TSEM US EQUITY,Tower Semiconductor Ltd,39,16031035,1.51,TSEM US EQUITY,stock
DELL US EQUITY,Dell Technologies Inc,44,15974534,1.51,DELL US EQUITY,stock
CRDO US EQUITY,Credo Technology Group Holding Ltd,57,14723479,1.39,CRDO US EQUITY,stock
SIMO US EQUITY,Silicon Motion Technology Corp,37,14432330,1.36,SIMO US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,19,11526279,1.09,TSM US EQUITY,stock
ASML US EQUITY,ASML Holding NV,4,9012662,0.85,ASML US EQUITY,stock
LRCX US EQUITY,Lam Research Corp,19,8116142,0.77,LRCX US EQUITY,stock
COHR US EQUITY,Coherent Corp,13,7459266,0.7,COHR US EQUITY,stock
FTAI US EQUITY,FTAI Aviation Ltd,15,5355395,0.51,FTAI US EQUITY,stock
AMAT US EQUITY,Applied Materials Inc,8,5240487,0.5,AMAT US EQUITY,stock
META US EQUITY,Meta Platforms Inc,5,4607646,0.44,META US EQUITY,stock
VICR US EQUITY,Vicor Corp,9,3695283,0.35,VICR US EQUITY,stock
