종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
SNDK US EQUITY,Sandisk Corp,26,90986943,7.26,SNDK US EQUITY,stock
INTC US EQUITY,Intel Corp,326,70716165,5.65,INTC US EQUITY,stock
MU US EQUITY,Micron Technology Inc,37,68984093,5.51,MU US EQUITY,stock
NVDA US EQUITY,NVIDIA Corp,184,59088511,4.72,NVDA US EQUITY,stock
LRCX US EQUITY,Lam Research Corp,75,47274226,3.77,LRCX US EQUITY,stock
CRDO US EQUITY,Credo Technology Group Holding Ltd,101,47026461,3.75,CRDO US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,55,46695755,3.73,AMD US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,97,45961250,3.67,MRVL US EQUITY,stock
DELL US EQUITY,Dell Technologies Inc,68,43821686,3.5,DELL US EQUITY,stock
WDC US EQUITY,Western Digital Corp,38,42847866,3.42,WDC US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,24,40412087,3.23,STX US EQUITY,stock
NQU6 INDEX,NASDAQ 100 E-MINI INDEX SEPT 2026,0,37743041,3.01,NQU6 INDEX,futures
ARM US EQUITY,ARM Holdings PLC,57,35768745,2.86,ARM US EQUITY,stock
AMAT US EQUITY,Applied Materials Inc,33,32514934,2.6,AMAT US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,56,30138779,2.41,GOOGL US EQUITY,stock
AAPL US EQUITY,Apple Inc,62,28341941,2.26,AAPL US EQUITY,stock
NBIS US EQUITY,Nebius Group NV,63,27499761,2.2,NBIS US EQUITY,stock
,현금,27117219,27117219,2.17,현금,cash
AVGO US EQUITY,Broadcom Inc,42,25348145,2.02,AVGO US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,89,23455068,1.87,AAOI US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,40,22614919,1.81,MSFT US EQUITY,stock
TSLA US EQUITY,Tesla Inc,35,21819435,1.74,TSLA US EQUITY,stock
HOOD US EQUITY,Robinhood Markets Inc,130,21150773,1.69,HOOD US EQUITY,stock
KLAC US EQUITY,KLA Corp,51,21127471,1.69,KLAC US EQUITY,stock
ASML US EQUITY,ASML Holding NV,7,20785160,1.66,ASML US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,57,20422364,1.63,AMZN US EQUITY,stock
GLW US EQUITY,Corning Inc,61,19699910,1.57,GLW US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,34,18731832,1.5,VRT US EQUITY,stock
ALAB US EQUITY,Astera Labs Inc,24,16240336,1.3,ALAB US EQUITY,stock
TER US EQUITY,Teradyne Inc,23,16177480,1.29,TER US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,63,15983430,1.28,COIN US EQUITY,stock
SIMO US EQUITY,Silicon Motion Technology Corp,30,15555683,1.24,SIMO US EQUITY,stock
CRCL US EQUITY,Circle Internet Group Inc,126,15504431,1.24,CRCL US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,27,14372038,1.15,BE US EQUITY,stock
SPCX US EQUITY,Space Exploration Technologies Corp,55,13086967,1.05,SPCX US EQUITY,stock
QCOM US EQUITY,QUALCOMM Inc,38,12977999,1.04,QCOM US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,7,12148316,0.97,GEV US EQUITY,stock
APP US EQUITY,AppLovin Corp,16,11559010,0.92,APP US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,16,11516654,0.92,TSM US EQUITY,stock
META US EQUITY,Meta Platforms Inc,13,11281679,0.9,META US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,8,11006781,0.88,LITE US EQUITY,stock
MSTR US EQUITY,Strategy Inc,61,10276663,0.82,MSTR US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,63,9724449,0.78,RKLB US EQUITY,stock
CRWV US EQUITY,CoreWeave Inc,56,9592040,0.77,CRWV US EQUITY,stock
ORCL US EQUITY,Oracle Corp,28,7544606,0.6,ORCL US EQUITY,stock
