종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
NVDA US EQUITY,NVIDIA Corp,240,66656870,7.56,NVDA US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,67,46310089,5.25,AMD US EQUITY,stock
MU US EQUITY,Micron Technology Inc,36,44838570,5.08,MU US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,69,44323281,5.02,MSFT US EQUITY,stock
INTC US EQUITY,Intel Corp,324,42045194,4.77,INTC US EQUITY,stock
SNDK US EQUITY,Sandisk Corp,22,40098586,4.55,SNDK US EQUITY,stock
NQU6 INDEX,NASDAQ 100 E-MINI INDEX SEPT 2026,0,32168444,3.65,NQU6 INDEX,futures
AAPL US EQUITY,Apple Inc,63,29912672,3.39,AAPL US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,54,29823344,3.38,AVGO US EQUITY,stock
DELL US EQUITY,Dell Technologies Inc,49,28246022,3.2,DELL US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,58,27557646,3.12,GOOGL US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,78,26157456,2.97,AMZN US EQUITY,stock
CRDO US EQUITY,Credo Technology Group Holding Ltd,89,25484074,2.89,CRDO US EQUITY,stock
AMAT US EQUITY,Applied Materials Inc,35,25008216,2.84,AMAT US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,20,24255846,2.75,STX US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,96,22362040,2.54,COIN US EQUITY,stock
SKHY US EQUITY,SK hynix Inc,103,21854128,2.48,SKHY US EQUITY,stock
HOOD US EQUITY,Robinhood Markets Inc,166,20470854,2.32,HOOD US EQUITY,stock
WDC US EQUITY,Western Digital Corp,26,19735272,2.24,WDC US EQUITY,stock
NBIS US EQUITY,Nebius Group NV,68,18246053,2.07,NBIS US EQUITY,stock
META US EQUITY,Meta Platforms Inc,22,16886731,1.91,META US EQUITY,stock
TER US EQUITY,Teradyne Inc,27,14052359,1.59,TER US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,53,13834017,1.57,MRVL US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,40,13758118,1.56,ARM US EQUITY,stock
TSLA US EQUITY,Tesla Inc,30,13194072,1.5,TSLA US EQUITY,stock
LRCX US EQUITY,Lam Research Corp,31,13142551,1.49,LRCX US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,95,12190080,1.38,AAOI US EQUITY,stock
,현금,11717792,11717792,1.33,현금,cash
LLY US EQUITY,Eli Lilly & Co,6,9868063,1.12,LLY US EQUITY,stock
SIMO US EQUITY,Silicon Motion Technology Corp,27,9808084,1.11,SIMO US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,30,9718800,1.1,VRT US EQUITY,stock
CRWV US EQUITY,CoreWeave Inc,92,9681491,1.1,CRWV US EQUITY,stock
ALAB US EQUITY,Astera Labs Inc,20,8535171,0.97,ALAB US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,6,8390037,0.95,GEV US EQUITY,stock
SPCX US EQUITY,Space Exploration Technologies Corp,51,8148412,0.92,SPCX US EQUITY,stock
APP US EQUITY,AppLovin Corp,14,8051552,0.91,APP US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,14,8040388,0.91,TSM US EQUITY,stock
MSTR US EQUITY,Strategy Inc,54,7515815,0.85,MSTR US EQUITY,stock
QCOM US EQUITY,QUALCOMM Inc,33,7123987,0.81,QCOM US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,24,7078533,0.8,BE US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,7,6910216,0.78,LITE US EQUITY,stock
GLW US EQUITY,Corning Inc,34,6546811,0.74,GLW US EQUITY,stock
WMT US EQUITY,Walmart Inc,35,5537224,0.63,WMT US EQUITY,stock
COST US EQUITY,Costco Wholesale Corp,4,5434952,0.62,COST US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,55,5065737,0.57,RKLB US EQUITY,stock
KLAC US EQUITY,KLA Corp,16,4108638,0.47,KLAC US EQUITY,stock
ASML US EQUITY,ASML Holding NV,1,2351650,0.27,ASML US EQUITY,stock
