종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
MU US EQUITY,Micron Technology Inc,49,84848533,6.88,MU US EQUITY,stock
SNDK US EQUITY,Sandisk Corp,25,83402831,6.76,SNDK US EQUITY,stock
INTC US EQUITY,Intel Corp,337,68951120,5.59,INTC US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,101,67776597,5.5,ARM US EQUITY,stock
NVDA US EQUITY,NVIDIA Corp,171,55014740,4.46,NVDA US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,101,47899821,3.88,MRVL US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,49,40207635,3.26,AMD US EQUITY,stock
WDC US EQUITY,Western Digital Corp,34,38742769,3.14,WDC US EQUITY,stock
CRDO US EQUITY,Credo Technology Group Holding Ltd,91,37772681,3.06,CRDO US EQUITY,stock
DELL US EQUITY,Dell Technologies Inc,60,37518390,3.04,DELL US EQUITY,stock
,현금,34798348,34798348,2.82,현금,cash
SPCX US EQUITY,Space Exploration Technologies Corp,122,34464390,2.79,SPCX US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,21,34319065,2.78,STX US EQUITY,stock
LRCX US EQUITY,Lam Research Corp,57,33861652,2.75,LRCX US EQUITY,stock
AMAT US EQUITY,Applied Materials Inc,35,32981443,2.67,AMAT US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,58,32594944,2.64,GOOGL US EQUITY,stock
AAPL US EQUITY,Apple Inc,64,29123921,2.36,AAPL US EQUITY,stock
NBIS US EQUITY,Nebius Group NV,66,28893191,2.34,NBIS US EQUITY,stock
NQU6 INDEX,NASDAQ 100 E-MINI INDEX SEPT 2026,0,28145434,2.28,NQU6 INDEX,futures
AVGO US EQUITY,Broadcom Inc,44,27637783,2.24,AVGO US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,42,24332439,1.97,MSFT US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,92,22737335,1.84,AAOI US EQUITY,stock
HOOD US EQUITY,Robinhood Markets Inc,135,22294581,1.81,HOOD US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,59,22017828,1.79,AMZN US EQUITY,stock
ASML US EQUITY,ASML Holding NV,7,20626349,1.67,ASML US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,66,16453669,1.33,COIN US EQUITY,stock
CRCL US EQUITY,Circle Internet Group Inc,131,16048968,1.3,CRCL US EQUITY,stock
SIMO US EQUITY,Silicon Motion Technology Corp,31,15226419,1.24,SIMO US EQUITY,stock
KLAC US EQUITY,KLA Corp,37,14664880,1.19,KLAC US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,28,14062875,1.14,BE US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,8,13556461,1.1,GEV US EQUITY,stock
QCOM US EQUITY,QUALCOMM Inc,39,13465528,1.09,QCOM US EQUITY,stock
GLW US EQUITY,Corning Inc,44,13096284,1.06,GLW US EQUITY,stock
META US EQUITY,Meta Platforms Inc,14,12339809,1.0,META US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,24,12205616,0.99,VRT US EQUITY,stock
APP US EQUITY,AppLovin Corp,16,11475954,0.93,APP US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,16,11290515,0.92,TSM US EQUITY,stock
MSTR US EQUITY,Strategy Inc,63,10825498,0.88,MSTR US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,65,10644106,0.86,RKLB US EQUITY,stock
CRWV US EQUITY,CoreWeave Inc,58,10446359,0.85,CRWV US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,8,10383600,0.84,LITE US EQUITY,stock
ALAB US EQUITY,Astera Labs Inc,15,9552988,0.78,ALAB US EQUITY,stock
TER US EQUITY,Teradyne Inc,14,9361853,0.76,TER US EQUITY,stock
TSLA US EQUITY,Tesla Inc,15,9173223,0.74,TSLA US EQUITY,stock
ORCL US EQUITY,Oracle Corp,29,8160914,0.66,ORCL US EQUITY,stock
