종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
NVDA US EQUITY,NVIDIA Corp,217,66647339,7.15,NVDA US EQUITY,stock
SNDK US EQUITY,Sandisk Corp,23,52264112,5.61,SNDK US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,119,43153358,4.63,AMZN US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,59,39717280,4.26,MSFT US EQUITY,stock
NBIS US EQUITY,Nebius Group NV,109,37848136,4.06,NBIS US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,198,36367007,3.9,AAOI US EQUITY,stock
MU US EQUITY,Micron Technology Inc,27,35502306,3.81,MU US EQUITY,stock
INTC US EQUITY,Intel Corp,248,33513882,3.6,INTC US EQUITY,stock
NQU6 INDEX,NASDAQ 100 E-MINI INDEX SEPT 2026,0,33081881,3.55,NQU6 INDEX,futures
GOOGL US EQUITY,Alphabet Inc,61,29346388,3.15,GOOGL US EQUITY,stock
CRDO US EQUITY,Credo Technology Group Holding Ltd,85,29222342,3.14,CRDO US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,23,28074383,3.01,LITE US EQUITY,stock
TSEM US EQUITY,Tower Semiconductor Ltd,80,26897338,2.89,TSEM US EQUITY,stock
DELL US EQUITY,Dell Technologies Inc,40,26201284,2.81,DELL US EQUITY,stock
,현금,25128360,25128360,2.7,현금,cash
AMD US EQUITY,Advanced Micro Devices Inc,37,25050180,2.69,AMD US EQUITY,stock
CRWV US EQUITY,CoreWeave Inc,156,20314898,2.18,CRWV US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,66,19280796,2.07,BE US EQUITY,stock
SKHY US EQUITY,SK hynix Inc,87,18923376,2.03,SKHY US EQUITY,stock
HOOD US EQUITY,Robinhood Markets Inc,126,16119366,1.73,HOOD US EQUITY,stock
GLW US EQUITY,Corning Inc,72,16091440,1.73,GLW US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,41,15618095,1.68,VRT US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,29,15402654,1.65,AVGO US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,51,15397063,1.65,MRVL US EQUITY,stock
TER US EQUITY,Teradyne Inc,26,14691979,1.58,TER US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,71,14511382,1.56,COIN US EQUITY,stock
SPCX US EQUITY,Space Exploration Technologies Corp,72,14424934,1.55,SPCX US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,11,13893808,1.49,STX US EQUITY,stock
TSLA US EQUITY,Tesla Inc,29,13654452,1.47,TSLA US EQUITY,stock
WDC US EQUITY,Western Digital Corp,19,13176173,1.41,WDC US EQUITY,stock
AAPL US EQUITY,Apple Inc,30,12999867,1.4,AAPL US EQUITY,stock
META US EQUITY,Meta Platforms Inc,15,11398313,1.22,META US EQUITY,stock
AMAT US EQUITY,Applied Materials Inc,15,10783185,1.16,AMAT US EQUITY,stock
WMT US EQUITY,Walmart Inc,62,9982932,1.07,WMT US EQUITY,stock
PLTR US EQUITY,Palantir Technologies Inc,40,9590458,1.03,PLTR US EQUITY,stock
COST US EQUITY,Costco Wholesale Corp,7,9405752,1.01,COST US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,26,9205699,0.99,ARM US EQUITY,stock
LLY US EQUITY,Eli Lilly & Co,5,8566014,0.92,LLY US EQUITY,stock
ALAB US EQUITY,Astera Labs Inc,20,8482361,0.91,ALAB US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,6,8424189,0.9,GEV US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,13,7511701,0.81,TSM US EQUITY,stock
QCOM US EQUITY,QUALCOMM Inc,32,7164722,0.77,QCOM US EQUITY,stock
MSTR US EQUITY,Strategy Inc,52,6724390,0.72,MSTR US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,53,5864022,0.63,RKLB US EQUITY,stock
LRCX US EQUITY,Lam Research Corp,11,5041671,0.54,LRCX US EQUITY,stock
SIMO US EQUITY,Silicon Motion Technology Corp,14,4925606,0.53,SIMO US EQUITY,stock
KLAC US EQUITY,KLA Corp,15,4083869,0.44,KLAC US EQUITY,stock
ASML US EQUITY,ASML Holding NV,1,2520025,0.27,ASML US EQUITY,stock
