종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
NVDA US EQUITY,NVIDIA Corp,227,67113135,7.45,NVDA US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,148,55236803,6.14,BE US EQUITY,stock
DELL US EQUITY,Dell Technologies Inc,69,53721981,5.97,DELL US EQUITY,stock
SNDK US EQUITY,Sandisk Corp,20,42018050,4.67,SNDK US EQUITY,stock
SKHY US EQUITY,SK hynix Inc,143,34563859,3.84,SKHY US EQUITY,stock
INTC US EQUITY,Intel Corp,241,33660785,3.74,INTC US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,45,30496169,3.39,MSFT US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,41,29043477,3.23,AMD US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,22,27957482,3.11,LITE US EQUITY,stock
NQZ6 INDEX,NASDAQ 100 E-MINI INDEX DEC 2026,0,24263207,2.7,NQZ6 INDEX,futures
SPCX US EQUITY,Space Exploration Technologies Corp,114,23774282,2.64,SPCX US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,50,23695745,2.63,GOOGL US EQUITY,stock
HOOD US EQUITY,Robinhood Markets Inc,162,23381350,2.6,HOOD US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,73,23177876,2.57,MRVL US EQUITY,stock
TSLA US EQUITY,Tesla Inc,46,22767156,2.53,TSLA US EQUITY,stock
NBIS US EQUITY,Nebius Group NV,77,22283123,2.48,NBIS US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,65,22097784,2.45,AMZN US EQUITY,stock
SNOW US EQUITY,Snowflake Inc,48,21961720,2.44,SNOW US EQUITY,stock
,현금,21594237,21594237,2.4,현금,cash
MU US EQUITY,Micron Technology Inc,16,20490838,2.28,MU US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,89,20237329,2.25,COIN US EQUITY,stock
CRWV US EQUITY,CoreWeave Inc,156,17972193,2.0,CRWV US EQUITY,stock
PLTR US EQUITY,Palantir Technologies Inc,74,17831983,1.98,PLTR US EQUITY,stock
QCOM US EQUITY,QUALCOMM Inc,68,17373037,1.93,QCOM US EQUITY,stock
TER US EQUITY,Teradyne Inc,35,16503813,1.83,TER US EQUITY,stock
MSTR US EQUITY,Strategy Inc,83,14475697,1.61,MSTR US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,106,14173686,1.57,AAOI US EQUITY,stock
META US EQUITY,Meta Platforms Inc,15,13959736,1.55,META US EQUITY,stock
AAPL US EQUITY,Apple Inc,30,13783713,1.53,AAPL US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,40,13236500,1.47,VRT US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,28,13139580,1.46,AVGO US EQUITY,stock
TSEM US EQUITY,Tower Semiconductor Ltd,45,12576637,1.4,TSEM US EQUITY,stock
PANW US EQUITY,Palo Alto Networks Inc,24,12461362,1.38,PANW US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,11,11907625,1.32,STX US EQUITY,stock
ALAB US EQUITY,Astera Labs Inc,31,11533878,1.28,ALAB US EQUITY,stock
WDC US EQUITY,Western Digital Corp,19,10950382,1.22,WDC US EQUITY,stock
CRDO US EQUITY,Credo Technology Group Holding Ltd,45,10044516,1.12,CRDO US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,25,8430728,0.94,ARM US EQUITY,stock
LLY US EQUITY,Eli Lilly & Co,5,7863474,0.87,LLY US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,6,7671956,0.85,GEV US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,13,7505843,0.83,TSM US EQUITY,stock
NOW US EQUITY,ServiceNow Inc,18,3478665,0.39,NOW US EQUITY,stock
