종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
SNDK US EQUITY,Sandisk Corp,25,89430500,7.58,SNDK US EQUITY,stock
MU US EQUITY,Micron Technology Inc,37,68789435,5.83,MU US EQUITY,stock
INTC US EQUITY,Intel Corp,319,64934631,5.5,INTC US EQUITY,stock
NVDA US EQUITY,NVIDIA Corp,180,53977262,4.57,NVDA US EQUITY,stock
DELL US EQUITY,Dell Technologies Inc,84,52691301,4.46,DELL US EQUITY,stock
LRCX US EQUITY,Lam Research Corp,73,44937941,3.81,LRCX US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,53,43242553,3.66,AMD US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,96,41365470,3.5,MRVL US EQUITY,stock
CRDO US EQUITY,Credo Technology Group Holding Ltd,98,40240952,3.41,CRDO US EQUITY,stock
WDC US EQUITY,Western Digital Corp,37,38283806,3.24,WDC US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,24,37700436,3.19,STX US EQUITY,stock
NQU6 INDEX,NASDAQ 100 E-MINI INDEX SEPT 2026,0,36430653,3.09,NQU6 INDEX,futures
AMAT US EQUITY,Applied Materials Inc,33,33771408,2.86,AMAT US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,58,30896119,2.62,ARM US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,55,28961004,2.45,GOOGL US EQUITY,stock
,현금,28893141,28893141,2.45,현금,cash
AAPL US EQUITY,Apple Inc,60,25291788,2.14,AAPL US EQUITY,stock
NBIS US EQUITY,Nebius Group NV,62,24375743,2.07,NBIS US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,113,23983490,2.03,AAOI US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,41,23800094,2.02,AVGO US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,39,21080886,1.79,MSFT US EQUITY,stock
GLW US EQUITY,Corning Inc,60,20958679,1.78,GLW US EQUITY,stock
KLAC US EQUITY,KLA Corp,50,19824080,1.68,KLAC US EQUITY,stock
ASML US EQUITY,ASML Holding NV,7,19744814,1.67,ASML US EQUITY,stock
TSLA US EQUITY,Tesla Inc,34,19539250,1.66,TSLA US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,56,19475641,1.65,AMZN US EQUITY,stock
HOOD US EQUITY,Robinhood Markets Inc,128,18329093,1.55,HOOD US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,33,16459516,1.39,VRT US EQUITY,stock
TER US EQUITY,Teradyne Inc,22,15906939,1.35,TER US EQUITY,stock
SIMO US EQUITY,Silicon Motion Technology Corp,30,14948949,1.27,SIMO US EQUITY,stock
ALAB US EQUITY,Astera Labs Inc,23,14023928,1.19,ALAB US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,62,13537119,1.15,COIN US EQUITY,stock
SPCX US EQUITY,Space Exploration Technologies Corp,56,13126176,1.11,SPCX US EQUITY,stock
CRCL US EQUITY,Circle Internet Group Inc,124,13071698,1.11,CRCL US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,27,12788921,1.08,BE US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,7,11640580,0.99,GEV US EQUITY,stock
QCOM US EQUITY,QUALCOMM Inc,37,11614551,0.98,QCOM US EQUITY,stock
META US EQUITY,Meta Platforms Inc,13,10811798,0.92,META US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,16,10662474,0.9,TSM US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,8,10564304,0.9,LITE US EQUITY,stock
APP US EQUITY,AppLovin Corp,15,10247471,0.87,APP US EQUITY,stock
CRWV US EQUITY,CoreWeave Inc,55,8321517,0.71,CRWV US EQUITY,stock
MSTR US EQUITY,Strategy Inc,60,7843533,0.66,MSTR US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,61,7540641,0.64,RKLB US EQUITY,stock
ORCL US EQUITY,Oracle Corp,27,6306355,0.53,ORCL US EQUITY,stock
