종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
NVDA US EQUITY,NVIDIA Corp,210,62979525,6.94,NVDA US EQUITY,stock
SNDK US EQUITY,Sandisk Corp/DE,38,55100101,6.08,SNDK US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,107,53771022,5.93,GOOGL US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,123,35807780,3.95,ARM US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,26,33638841,3.71,LITE US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,97,33005195,3.64,BE US EQUITY,stock
TSLA US EQUITY,Tesla Inc,57,32712431,3.61,TSLA US EQUITY,stock
CIEN US EQUITY,Ciena Corp,44,32514881,3.59,CIEN US EQUITY,stock
INTC US EQUITY,Intel Corp,318,30739428,3.39,INTC US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,100,30544144,3.37,COIN US EQUITY,stock
CRCL US EQUITY,Circle Internet Group Inc,185,28593074,3.15,CRCL US EQUITY,stock
NBIS US EQUITY,Nebius Group NV,121,27980444,3.09,NBIS US EQUITY,stock
META US EQUITY,Meta Platforms Inc,26,25980768,2.87,META US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,40,25037786,2.76,AVGO US EQUITY,stock
MU US EQUITY,Micron Technology Inc,34,24546567,2.71,MU US EQUITY,stock
NQM6 Index,NASDAQ 100 E-MINI INDEX JUN 2026,0,24065953,2.65,NQM6 INDEX,futures
AMZN US EQUITY,Amazon.com Inc,63,23825854,2.63,AMZN US EQUITY,stock
TSEM US EQUITY,Tower Semiconductor Ltd,68,20755918,2.29,TSEM US EQUITY,stock
,현금,20546481,20546481,2.27,현금,cash
VRT US EQUITY,Vertiv Holdings Co,43,19432230,2.14,VRT US EQUITY,stock
WDC US EQUITY,Western Digital Corp,32,18440227,2.03,WDC US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,79,18406282,2.03,MRVL US EQUITY,stock
SIMO US EQUITY,Silicon Motion Technology Corp,86,18079603,1.99,SIMO US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,28,17952326,1.98,MSFT US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,20,17176045,1.89,STX US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,10,16699163,1.84,GEV US EQUITY,stock
HOOD US EQUITY,Robinhood Markets Inc,115,15060955,1.66,HOOD US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,26,14918764,1.65,TSM US EQUITY,stock
CRDO US EQUITY,Credo Technology Group Holding Ltd,51,14312369,1.58,CRDO US EQUITY,stock
MSTR US EQUITY,Strategy Inc,50,13281608,1.46,MSTR US EQUITY,stock
ASML US EQUITY,ASML Holding NV,6,12828362,1.41,ASML US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,83,11067986,1.22,RKLB US EQUITY,stock
GLW US EQUITY,Corning Inc,37,9247541,1.02,GLW US EQUITY,stock
LRCX US EQUITY,Lam Research Corp,23,9045429,1.0,LRCX US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,20,8988485,0.99,AMD US EQUITY,stock
COHR US EQUITY,Coherent Corp,15,7785691,0.86,COHR US EQUITY,stock
TER US EQUITY,Teradyne Inc,13,7415870,0.82,TER US EQUITY,stock
FTAI US EQUITY,FTAI Aviation Ltd,18,6082555,0.67,FTAI US EQUITY,stock
AMAT US EQUITY,Applied Materials Inc,10,5975538,0.66,AMAT US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,26,5753566,0.63,AAOI US EQUITY,stock
LLY US EQUITY,Eli Lilly & Co,4,5458847,0.6,LLY US EQUITY,stock
AAPL US EQUITY,Apple Inc,13,5259342,0.58,AAPL US EQUITY,stock
VICR US EQUITY,Vicor Corp,11,4317115,0.48,VICR US EQUITY,stock
POET US EQUITY,POET Technologies Inc,95,1796675,0.2,POET US EQUITY,stock
