종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
SNDK US EQUITY,Sandisk Corp/DE,43,62677993,6.78,SNDK US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,104,52741416,5.71,GOOGL US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,148,51172143,5.54,ARM US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,149,50719275,5.49,BE US EQUITY,stock
NVDA US EQUITY,NVIDIA Corp,158,48455056,5.24,NVDA US EQUITY,stock
INTC US EQUITY,Intel Corp,397,48251439,5.22,INTC US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,57,35639418,3.86,MSFT US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,56,33186851,3.59,TSM US EQUITY,stock
TSLA US EQUITY,Tesla Inc,55,30475596,3.3,TSLA US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,35,30213859,3.27,STX US EQUITY,stock
CIEN US EQUITY,Ciena Corp,32,24540096,2.66,CIEN US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,39,24278049,2.63,AVGO US EQUITY,stock
NQM6 Index,NASDAQ 100 E-MINI INDEX JUN 2026,0,24238822,2.62,NQM6 INDEX,futures
MU US EQUITY,Micron Technology Inc,33,24136866,2.61,MU US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,61,23712241,2.57,AMZN US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,18,23367868,2.53,LITE US EQUITY,stock
MRVL US EQUITY,Marvell Technology Inc,94,22742968,2.46,MRVL US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,13,21998369,2.38,GEV US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,42,20004383,2.16,VRT US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,66,19414647,2.1,COIN US EQUITY,stock
WDC US EQUITY,Western Digital Corp,32,19036480,2.06,WDC US EQUITY,stock
CRDO US EQUITY,Credo Technology Group Holding Ltd,65,18667766,2.02,CRDO US EQUITY,stock
CRCL US EQUITY,Circle Internet Group Inc,117,17169673,1.86,CRCL US EQUITY,stock
NBIS US EQUITY,Nebius Group NV,75,16251982,1.76,NBIS US EQUITY,stock
,현금,16137495,16137495,1.75,현금,cash
AAPL US EQUITY,Apple Inc,36,14368890,1.55,AAPL US EQUITY,stock
HOOD US EQUITY,Robinhood Markets Inc,111,13845637,1.5,HOOD US EQUITY,stock
ASML US EQUITY,ASML Holding NV,6,12878779,1.39,ASML US EQUITY,stock
MSTR US EQUITY,Strategy Inc,48,12087693,1.31,MSTR US EQUITY,stock
TSEM US EQUITY,Tower Semiconductor Ltd,37,10925920,1.18,TSEM US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,20,10243004,1.11,AMD US EQUITY,stock
SIMO US EQUITY,Silicon Motion Technology Corp,42,9490733,1.03,SIMO US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,80,9386304,1.02,RKLB US EQUITY,stock
GLW US EQUITY,Corning Inc,36,9323928,1.01,GLW US EQUITY,stock
META US EQUITY,Meta Platforms Inc,9,8945835,0.97,META US EQUITY,stock
LRCX US EQUITY,Lam Research Corp,22,8674733,0.94,LRCX US EQUITY,stock
TER US EQUITY,Teradyne Inc,13,8003096,0.87,TER US EQUITY,stock
COHR US EQUITY,Coherent Corp,15,7423387,0.8,COHR US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,26,6208678,0.67,AAOI US EQUITY,stock
FTAI US EQUITY,FTAI Aviation Ltd,18,6171689,0.67,FTAI US EQUITY,stock
AMAT US EQUITY,Applied Materials Inc,9,5526822,0.6,AMAT US EQUITY,stock
LLY US EQUITY,Eli Lilly & Co,4,5206524,0.56,LLY US EQUITY,stock
VICR US EQUITY,Vicor Corp,11,4430502,0.48,VICR US EQUITY,stock
POET US EQUITY,POET Technologies Inc,91,2023362,0.22,POET US EQUITY,stock
